conta,descricao,origem,akd_debito,akd_credito,akd_abs_saldo,ct2_debito,ct2_credito,ct2_abs_saldo,ct2_max,ct2_min,diff_abs_saldo,diff_ct2_debito,diff_ct2_credito,diff_ct2_max,diff_ct2_min,melhor_formula_ct2
1251010003,SOFTWARE/SISTEMA DE INFORMACAO,somente_ct2,0.00,0.00,0.00,0.00,140776.37,140776.37,140776.37,0.00,140776.37,0.00,140776.37,140776.37,0.00,ct2_debito
1251990003,(-)_D.A - SOFTWARE/SISTEMA DE INFORMA,somente_ct2,0.00,0.00,0.00,140776.37,0.00,140776.37,140776.37,0.00,140776.37,140776.37,0.00,140776.37,0.00,ct2_credito
1291999999,TRANSITORIA DE IMOBILIZADO,somente_ct2,0.00,0.00,0.00,46671.58,0.00,46671.58,46671.58,0.00,46671.58,46671.58,0.00,46671.58,0.00,ct2_credito
3111020001,PROJETOS SETORIAIS INTEGRADOS - PSI,ambos,102200059.26,51708830.16,50491229.10,50897096.12,405867.02,50491229.10,50897096.12,405867.02,0.00,405867.02,50085362.08,405867.02,50085362.08,ct2_abs_saldo
3111020002,PROJETOS - PEIEX,ambos,6833642.50,3416821.25,3416821.25,3416821.25,0.00,3416821.25,3416821.25,0.00,0.00,0.00,3416821.25,0.00,3416821.25,ct2_abs_saldo
3111020003,DEMAIS CONVENIOS,ambos,4359020.92,2179510.46,2179510.46,2179510.46,0.00,2179510.46,2179510.46,0.00,0.00,0.00,2179510.46,0.00,2179510.46,ct2_abs_saldo
3111020099,(-) GLOSA DE CONVENIOS,ambos,0.00,11373.66,11373.66,0.00,11373.66,11373.66,11373.66,0.00,0.00,11373.66,0.00,0.00,11373.66,ct2_abs_saldo
3111080001,PROJETOS FINALISTICOS,ambos,51884319.16,25003081.52,26881237.64,27536738.44,840261.85,26696476.59,27536738.44,840261.85,184761.05,655500.80,26040975.79,655500.80,26040975.79,ct2_abs_saldo
3111080006,ESTUDOS DE INTELIGENCIA COMERCIAL,ambos,18500.53,8801.86,9698.67,14649.29,0.00,14649.29,14649.29,0.00,4950.62,4950.62,9698.67,4950.62,9698.67,ct2_abs_saldo
3111080009,BASE DE DADOS DE INTELIGENCIA DE MERC,ambos,1099631.21,534608.32,565022.89,565022.89,0.00,565022.89,565022.89,0.00,0.00,0.00,565022.89,0.00,565022.89,ct2_abs_saldo
3111080010,CONSULTORIA E ASSESSORIA EM PROJ. FINALI,ambos,2190018.73,1043720.20,1146298.53,1184640.51,38341.98,1146298.53,1184640.51,38341.98,0.00,38341.98,1107956.55,38341.98,1107956.55,ct2_abs_saldo
3111080011,CAPACITAÇÕES DE EMPRESAS APOIADAS,ambos,196559.35,92000.00,104559.35,200918.70,96359.35,104559.35,200918.70,96359.35,0.00,96359.35,8200.00,96359.35,8200.00,ct2_abs_saldo
3111080012,PROJ. BOLSA EXPORTAÇÃO,ambos,326543.91,182266.08,144277.83,144277.83,0.00,144277.83,144277.83,0.00,0.00,0.00,144277.83,0.00,144277.83,ct2_abs_saldo
3112010001,"DIVULGACAO,ANUNCIOS,PUBLICIDADE, PROP",ambos,64282621.19,33470062.07,30812559.12,32210136.56,1397577.44,30812559.12,32210136.56,1397577.44,0.00,1397577.44,29414981.68,1397577.44,29414981.68,ct2_abs_saldo
3112010003,BRINDES/PREMIOS/CONCURSOS/PROMOCOES,ambos,4024.00,2012.00,2012.00,2012.00,0.00,2012.00,2012.00,0.00,0.00,0.00,2012.00,0.00,2012.00,ct2_abs_saldo
3112010005,"JORNAIS, REVISTAS E PERIODICOS",ambos,33394.38,10968.45,22425.93,22425.93,0.00,22425.93,22425.93,0.00,0.00,0.00,22425.93,0.00,22425.93,ct2_abs_saldo
3112010007,SERVICOS DE RELACOES PUBLICAS,ambos,5745775.66,2938084.10,2807691.56,2807691.56,0.00,2807691.56,2807691.56,0.00,0.00,0.00,2807691.56,0.00,2807691.56,ct2_abs_saldo
3112030001,PATROCINIOS NACIONAIS,ambos,2423627.14,1317967.42,1105659.72,1205659.72,100000.00,1105659.72,1205659.72,100000.00,0.00,100000.00,1005659.72,100000.00,1005659.72,ct2_abs_saldo
3113010001,HOSPEDAGENS NACIONAIS EMPREGADOS,ambos,783539.29,0.00,783539.29,783539.29,0.00,783539.29,783539.29,0.00,0.00,0.00,783539.29,0.00,783539.29,ct2_abs_saldo
3113010002,HOSPEDAGENS INTERNACIONAIS EMPREGADOS,ambos,1246791.80,105732.52,1141059.28,1325236.13,96644.51,1228591.62,1325236.13,96644.51,87532.34,184176.85,1044414.77,184176.85,1044414.77,ct2_abs_saldo
3113010003,ALIMENT/TRANSP NACIONAL EMPREGADOS,ambos,74012.46,37006.23,37006.23,1774612.70,0.00,1774612.70,1774612.70,0.00,1737606.47,1737606.47,37006.23,1737606.47,37006.23,ct2_credito
3113010004,DESPESAS NO EXTERIOR EMPREGADOS,ambos,984844.62,1808.32,983036.30,984844.62,1808.32,983036.30,984844.62,1808.32,0.00,1808.32,981227.98,1808.32,981227.98,ct2_abs_saldo
3113010005,ALIMENT/TRANSP INTERNACIONAL EMPREGAD,ambos,93660.21,0.00,93660.21,93660.21,0.00,93660.21,93660.21,0.00,0.00,0.00,93660.21,0.00,93660.21,ct2_abs_saldo
3113010006,LOCACAO INTERNACIONAL VEICULO EMPREGA,ambos,224.85,0.00,224.85,224.85,0.00,224.85,224.85,0.00,0.00,0.00,224.85,0.00,224.85,ct2_abs_saldo
3113010007,LOCACAO NACIONAL VEICULO EMPREGADOS,ambos,158860.00,67600.00,91260.00,91260.00,0.00,91260.00,91260.00,0.00,0.00,0.00,91260.00,0.00,91260.00,ct2_abs_saldo
3113020001,HOSPEDAGENS NACIONAIS CONVIDADOS,ambos,70987.41,0.00,70987.41,70987.41,0.00,70987.41,70987.41,0.00,0.00,0.00,70987.41,0.00,70987.41,ct2_abs_saldo
3113020002,HOSPEDAGENS INTERNACIONAIS CONVIDADOS,ambos,205232.81,0.00,205232.81,205232.81,0.00,205232.81,205232.81,0.00,0.00,0.00,205232.81,0.00,205232.81,ct2_abs_saldo
3113020004,DESPESAS NO EXTERIOR CONVIDADOS,ambos,639282.39,0.00,639282.39,639282.39,0.00,639282.39,639282.39,0.00,0.00,0.00,639282.39,0.00,639282.39,ct2_abs_saldo
3113020005,ALIMENT/TRANSP INTERNACIONAIS CONVIDA,ambos,44562.06,0.00,44562.06,44562.06,0.00,44562.06,44562.06,0.00,0.00,0.00,44562.06,0.00,44562.06,ct2_abs_saldo
3113030001,PASSAGENS NACIONAIS EMPREGADOS,ambos,455760.14,0.00,455760.14,455760.14,0.00,455760.14,455760.14,0.00,0.00,0.00,455760.14,0.00,455760.14,ct2_abs_saldo
3113030002,PASSAGENS INTERNACIONAIS EMPREGADOS,ambos,3842392.47,31.47,3842361.00,3842392.47,31.47,3842361.00,3842392.47,31.47,0.00,31.47,3842329.53,31.47,3842329.53,ct2_abs_saldo
3113030003,PASSAGENS NACIONAIS CONVIDADOS,ambos,91152.06,0.00,91152.06,91152.06,0.00,91152.06,91152.06,0.00,0.00,0.00,91152.06,0.00,91152.06,ct2_abs_saldo
3113030004,PASSAGENS INTERNACIONAIS CONVIDADOS,ambos,1820593.84,1332.64,1819261.20,1820593.84,1332.64,1819261.20,1820593.84,1332.64,0.00,1332.64,1817928.56,1332.64,1817928.56,ct2_abs_saldo
3113040002,SEGUROS DE VIAGEM,ambos,161223.28,1090.99,160132.29,161223.28,1090.99,160132.29,161223.28,1090.99,0.00,1090.99,159041.30,1090.99,159041.30,ct2_abs_saldo
3113040004,VISTOS E TAXAS AEROPORTUARIAS,ambos,2222.23,0.00,2222.23,2222.23,0.00,2222.23,2222.23,0.00,0.00,0.00,2222.23,0.00,2222.23,ct2_abs_saldo
3113040005,SERV. INTERMEDIACAO/AGENCIAMENTO VIAG,ambos,15380.84,13467.67,1913.17,1913.17,0.00,1913.17,1913.17,0.00,0.00,0.00,1913.17,0.00,1913.17,ct2_abs_saldo
3113040006,OUTROS SERVIÇOS DE VIAGENS (PCR - ASSENT,ambos,13333.29,0.00,13333.29,13333.29,0.00,13333.29,13333.29,0.00,0.00,0.00,13333.29,0.00,13333.29,ct2_abs_saldo
3121010001,SALARIOS E GRATIFICACOES - EMPREGADOS,ambos,27074398.80,263795.56,26810603.24,27168707.34,270831.09,26897876.25,27168707.34,270831.09,87273.01,358104.10,26539772.15,358104.10,26539772.15,ct2_abs_saldo
3121010002,PRO-LABORE - DIRETORES,ambos,552432.30,0.00,552432.30,552432.30,0.00,552432.30,552432.30,0.00,0.00,0.00,552432.30,0.00,552432.30,ct2_abs_saldo
3121010003,BOLSA-AUXILIO - ESTAGIARIOS,ambos,176028.58,6080.68,169947.90,175762.45,6251.47,169510.98,175762.45,6251.47,436.92,5814.55,163696.43,5814.55,163696.43,ct2_abs_saldo
3121010004,INDENIZACOES/RESCISOES TRABALHISTAS,ambos,105647.12,0.00,105647.12,105647.12,0.00,105647.12,105647.12,0.00,0.00,0.00,105647.12,0.00,105647.12,ct2_abs_saldo
3121010005,13º SALARIO - EMPREGADOS,ambos,2237371.71,0.00,2237371.71,2248918.19,3461.45,2245456.74,2248918.19,3461.45,8085.03,11546.48,2233910.26,11546.48,2233910.26,ct2_abs_saldo
3121010006,FERIAS - EMPREGADOS,ambos,2654588.96,467760.36,2186828.60,3645858.73,634159.69,3011699.04,3645858.73,634159.69,824870.44,1459030.13,1552668.91,1459030.13,1552668.91,ct2_abs_saldo
3121010007,DESCANSO ANUAL - DIRETORES,ambos,478734.94,418512.20,60222.74,501604.38,418512.20,83092.18,501604.38,418512.20,22869.44,441381.64,358289.46,441381.64,358289.46,ct2_abs_saldo
3121010008,GRATIFICACAO ANUAL - DIRETORES,ambos,51456.25,0.00,51456.25,51456.25,0.00,51456.25,51456.25,0.00,0.00,0.00,51456.25,0.00,51456.25,ct2_abs_saldo
3121010010,ADICIONAL DE TRANSFERENCIA,ambos,159134.64,0.00,159134.64,180688.06,0.00,180688.06,180688.06,0.00,21553.42,21553.42,159134.64,21553.42,159134.64,ct2_abs_saldo
3121020001,INSS - EMPREGADOS,ambos,6897270.40,264912.56,6632357.84,7202334.67,307280.30,6895054.37,7202334.67,307280.30,262696.53,569976.83,6325077.54,569976.83,6325077.54,ct2_abs_saldo
3121020002,FGTS - EMPREGADOS,ambos,2295385.81,82576.23,2212809.58,2390977.54,96747.16,2294230.38,2390977.54,96747.16,81420.80,178167.96,2116062.42,178167.96,2116062.42,ct2_abs_saldo
3121020003,PIS - EMPREGADOS,ambos,282016.55,25546.40,256470.15,296785.98,27701.73,269084.25,296785.98,27701.73,12614.10,40315.83,228768.42,40315.83,228768.42,ct2_abs_saldo
3121020004,INSS - DIRETORES,ambos,217244.05,83704.54,133539.51,221818.00,83704.54,138113.46,221818.00,83704.54,4573.95,88278.49,49834.97,88278.49,49834.97,ct2_abs_saldo
3121020005,FGTS - DIRETORES,ambos,86896.67,33480.98,53415.69,88726.21,33480.98,55245.23,88726.21,33480.98,1829.54,35310.52,19934.71,35310.52,19934.71,ct2_abs_saldo
3121020006,PIS - DIRETORES,ambos,171.51,4185.12,4013.61,4585.33,8770.48,4185.15,8770.48,4585.33,171.54,571.72,4756.87,4756.87,571.72,ct2_abs_saldo
3121020010,ENCARGOS TRABALHISTAS FL EXTERIOR,ambos,811228.83,116214.06,695014.77,811228.83,116214.06,695014.77,811228.83,116214.06,0.00,116214.06,578800.71,116214.06,578800.71,ct2_abs_saldo
3121030001,ASSISTENCIA MEDICA,ambos,3939175.78,1734.04,3937441.74,3947372.87,867.02,3946505.85,3947372.87,867.02,9064.11,9931.13,3936574.72,9931.13,3936574.72,ct2_abs_saldo
3121030002,BENEFICIOS FLEXIVEIS / PROGRAMAS QVT,ambos,215036.24,22743.00,192293.24,136078.65,0.00,136078.65,136078.65,0.00,56214.59,56214.59,192293.24,56214.59,192293.24,ct2_abs_saldo
3121030003,ASSISTENCIA ODONTOLOGICA,ambos,607125.57,103272.87,503852.70,609339.18,104627.38,504711.80,609339.18,104627.38,859.10,105486.48,399225.32,105486.48,399225.32,ct2_abs_saldo
3121030004,PREVIDENCIA PRIVADA,ambos,1666516.60,25249.28,1641267.32,1675741.89,26893.92,1648847.97,1675741.89,26893.92,7580.65,34474.57,1614373.40,34474.57,1614373.40,ct2_abs_saldo
3121030005,AUX. EDUCACAO/IDIOMA/CRECHE/ENFERMIDA,ambos,895334.75,10880.59,884454.16,899575.51,10387.59,889187.92,899575.51,10387.59,4733.76,15121.35,874066.57,15121.35,874066.57,ct2_abs_saldo
3121030006,SEGURO DE VIDA,ambos,54758.32,0.00,54758.32,54884.01,94.62,54789.39,54884.01,94.62,31.07,125.69,54663.70,125.69,54663.70,ct2_abs_saldo
3121030007,VALE TRANSPORTE,ambos,81541.44,8421.27,73120.17,81729.54,8497.95,73231.59,81729.54,8497.95,111.42,8609.37,64622.22,8609.37,64622.22,ct2_abs_saldo
3121030008,AUXILIO REFEICAO/ALIMENTACAO,ambos,2334793.38,6576.16,2328217.22,2349304.31,6576.16,2342728.15,2349304.31,6576.16,14510.93,21087.09,2321641.06,21087.09,2321641.06,ct2_abs_saldo
3121030009,AJUDA DE CUSTO TRANFERENCIA DE DOMICILIO,ambos,29827.02,0.00,29827.02,86041.61,0.00,86041.61,86041.61,0.00,56214.59,56214.59,29827.02,56214.59,29827.02,ct2_credito
3121030010,AUXILIO A FILHO COM DEFICIENCIA,ambos,89333.16,0.00,89333.16,90396.65,0.00,90396.65,90396.65,0.00,1063.49,1063.49,89333.16,1063.49,89333.16,ct2_abs_saldo
3121030011,AUXILIO ENFERMIDADE,ambos,10615.19,11239.05,623.86,10615.19,11239.05,623.86,11239.05,10615.19,0.00,9991.33,10615.19,10615.19,9991.33,ct2_abs_saldo
3121030012,AJUDA DE CUSTO TELEFONIA MOVEL,ambos,31413.33,0.00,31413.33,31413.33,0.00,31413.33,31413.33,0.00,0.00,0.00,31413.33,0.00,31413.33,ct2_abs_saldo
3122010002,MATERIAIS DE NATUREZA PERMANENTE,ambos,16733.89,7269.00,9464.89,11493.36,2028.47,9464.89,11493.36,2028.47,0.00,2028.47,7436.42,2028.47,7436.42,ct2_abs_saldo
3122010004,MATERIAIS DE EXPEDIENTE,ambos,34524.82,3544.75,30980.07,31153.41,173.34,30980.07,31153.41,173.34,0.00,173.34,30806.73,173.34,30806.73,ct2_abs_saldo
3122010005,"MATERIAIS DE LIMPEZA, COPA E REFEITOR",ambos,20279.35,0.00,20279.35,21379.35,1100.00,20279.35,21379.35,1100.00,0.00,1100.00,19179.35,1100.00,19179.35,ct2_abs_saldo
3122010006,MATERIAIS DE MANUTENCAO E REPAROS,ambos,80334.20,50.00,80284.20,80284.20,0.00,80284.20,80284.20,0.00,0.00,0.00,80284.20,0.00,80284.20,ct2_abs_saldo
3122010007,OUTROS MATERIAIS DE CONSUMO,ambos,17214.30,5882.27,11332.03,11332.03,5140.59,6191.44,11332.03,5140.59,5140.59,0.00,6191.44,0.00,6191.44,ct2_debito
3122010008,DESPESAS COM ALIMENTACAO EM GERAL,ambos,295.02,147.51,147.51,147.51,0.00,147.51,147.51,0.00,0.00,0.00,147.51,0.00,147.51,ct2_abs_saldo
3123010001,ALUGUEL,ambos,7619913.51,1949839.98,5670073.53,6720716.61,2124380.71,4596335.90,6720716.61,2124380.71,1073737.63,1050643.08,3545692.82,1050643.08,3545692.82,ct2_debito
3123010002,CONDOMINIO,ambos,1498960.03,908090.45,590869.58,590869.58,0.00,590869.58,590869.58,0.00,0.00,0.00,590869.58,0.00,590869.58,ct2_abs_saldo
3123010003,LOCACAO DE VEICULOS,ambos,127881.18,54358.74,73522.44,73522.44,0.00,73522.44,73522.44,0.00,0.00,0.00,73522.44,0.00,73522.44,ct2_abs_saldo
3123010004,LOCACAO DE EQUIPAMENTOS E SALAS,ambos,81437.32,26326.69,55110.63,55110.63,0.00,55110.63,55110.63,0.00,0.00,0.00,55110.63,0.00,55110.63,ct2_abs_saldo
3123020001,SERVICOS DE COMUNICACAO E INTERNET,ambos,123691.96,63262.77,60429.19,60429.19,0.00,60429.19,60429.19,0.00,0.00,0.00,60429.19,0.00,60429.19,ct2_abs_saldo
3123020002,TELEFONIA FIXA,ambos,46806.28,0.00,46806.28,46806.28,0.00,46806.28,46806.28,0.00,0.00,0.00,46806.28,0.00,46806.28,ct2_abs_saldo
3123020003,TELEFONIA MOVEL,ambos,392.02,0.00,392.02,392.02,0.00,392.02,392.02,0.00,0.00,0.00,392.02,0.00,392.02,ct2_abs_saldo
3123030001,CONDUCAO URBANA,ambos,71426.64,5396.67,66029.97,66029.97,0.00,66029.97,66029.97,0.00,0.00,0.00,66029.97,0.00,66029.97,ct2_abs_saldo
3123030004,ENERGIA ELETRICA,ambos,264993.54,107068.25,157925.29,157925.29,0.00,157925.29,157925.29,0.00,0.00,0.00,157925.29,0.00,157925.29,ct2_abs_saldo
3123030007,"CORREIOS, TELEGRAFOS E TRANSPORTES",ambos,228506.11,206716.74,21789.37,21789.37,0.00,21789.37,21789.37,0.00,0.00,0.00,21789.37,0.00,21789.37,ct2_abs_saldo
3123030013,SEGUROS EM GERAL,ambos,22947.46,821.03,22126.43,22947.46,821.03,22126.43,22947.46,821.03,0.00,821.03,21305.40,821.03,21305.40,ct2_abs_saldo
3123030014,LICENCAS DE SOFTWARES,ambos,2105625.35,989944.15,1115681.20,2950436.92,0.00,2950436.92,2950436.92,0.00,1834755.72,1834755.72,1115681.20,1834755.72,1115681.20,ct2_credito
3123030015,INSUMOS EQUIP. ELETRONICOS E INFORMAT,ambos,12021.73,5164.00,6857.73,6857.73,0.00,6857.73,6857.73,0.00,0.00,0.00,6857.73,0.00,6857.73,ct2_abs_saldo
3123030017,AGUA E ESGOTO,ambos,59595.45,19852.76,39742.69,39742.69,0.00,39742.69,39742.69,0.00,0.00,0.00,39742.69,0.00,39742.69,ct2_abs_saldo
3123040001,CARTORIO,ambos,970.72,297.04,673.68,673.68,0.00,673.68,673.68,0.00,0.00,0.00,673.68,0.00,673.68,ct2_abs_saldo
3123040002,DESPESAS JUDICIAIS CUSTAS E EMOLUMENT,ambos,1329100.04,160.11,1328939.93,12626.23,0.00,12626.23,12626.23,0.00,1316313.70,1316313.70,1328939.93,1316313.70,1328939.93,ct2_abs_saldo
3123040003,TX. EXPEDIENTE/SERV. FISCAIS/ANUIDADE,ambos,57577.82,46830.40,10747.42,11037.11,289.69,10747.42,11037.11,289.69,0.00,289.69,10457.73,289.69,10457.73,ct2_abs_saldo
3124010001,SERVICOS TECNICOS ESPECIALIZADOS,ambos,515801.17,104832.84,410968.33,420467.12,9498.79,410968.33,420467.12,9498.79,0.00,9498.79,401469.54,9498.79,401469.54,ct2_abs_saldo
3124010003,SERVICOS DE CESSAO PROFISSIONAL,ambos,8689.43,0.00,8689.43,8689.43,0.00,8689.43,8689.43,0.00,0.00,0.00,8689.43,0.00,8689.43,ct2_abs_saldo
3124010004,SERVICOS DE AUDITORIA,ambos,392804.59,101738.39,291066.20,291066.20,0.00,291066.20,291066.20,0.00,0.00,0.00,291066.20,0.00,291066.20,ct2_abs_saldo
3124010005,SERVICOS DE CONSULTORIA,ambos,2734031.79,1111551.62,1622480.17,1722840.17,100360.00,1622480.17,1722840.17,100360.00,0.00,100360.00,1522120.17,100360.00,1522120.17,ct2_abs_saldo
3124010006,LOCACAO DE MAO-DE-OBRA,ambos,10346454.87,4208038.96,6138415.91,6138415.91,0.00,6138415.91,6138415.91,0.00,0.00,0.00,6138415.91,0.00,6138415.91,ct2_abs_saldo
3124010007,SERVICOS ADVOCATICIOS,ambos,214318.80,119659.40,94659.40,94659.40,0.00,94659.40,94659.40,0.00,0.00,0.00,94659.40,0.00,94659.40,ct2_abs_saldo
3124010008,SERVICOS TECNICOS EM TI,ambos,9193040.33,4316985.22,4876055.11,4924500.80,33201.69,4891299.11,4924500.80,33201.69,15244.00,48445.69,4842853.42,48445.69,4842853.42,ct2_abs_saldo
3124020001,SERVICOS DE LIMPEZA E CONSERVACAO,ambos,50730.65,14970.00,35760.65,35760.65,0.00,35760.65,35760.65,0.00,0.00,0.00,35760.65,0.00,35760.65,ct2_abs_saldo
3124020002,SERVICOS GRAFICOS E REPROGRAFIA,ambos,13742.24,564.86,13177.38,13177.38,0.00,13177.38,13177.38,0.00,0.00,0.00,13177.38,0.00,13177.38,ct2_abs_saldo
3124020003,SERVICOS SEGURANCA E VIGILANCIA,ambos,225642.00,112821.00,112821.00,112821.00,0.00,112821.00,112821.00,0.00,0.00,0.00,112821.00,0.00,112821.00,ct2_abs_saldo
3124020004,MANUTENCAO DE ARQUIVOS E DOCUMENTACAO,ambos,63469.70,21227.13,42242.57,42242.57,0.00,42242.57,42242.57,0.00,0.00,0.00,42242.57,0.00,42242.57,ct2_abs_saldo
3124020005,SERVICOS DE MANUTENCAO EM GERAL,ambos,70012.21,12798.50,57213.71,57213.71,0.00,57213.71,57213.71,0.00,0.00,0.00,57213.71,0.00,57213.71,ct2_abs_saldo
3124020006,GASTOS PELO FUNDO FIXO DE CAIXA,ambos,169231.50,0.00,169231.50,169231.50,0.00,169231.50,169231.50,0.00,0.00,0.00,169231.50,0.00,169231.50,ct2_abs_saldo
3126010001,PARTICIPACAO EM CURSOS E SEMINARIOS N,ambos,415454.00,122500.00,292954.00,300649.70,7695.70,292954.00,300649.70,7695.70,0.00,7695.70,285258.30,7695.70,285258.30,ct2_abs_saldo
3126010002,PARTICIPACAO EM CURSOS SEMINARIOS INT,ambos,103237.84,51672.92,51564.92,51564.92,0.00,51564.92,51564.92,0.00,0.00,0.00,51564.92,0.00,51564.92,ct2_abs_saldo
3131010002,IRRF S/ REMESSA,ambos,6890441.02,2505609.77,4384831.25,7031523.12,2071494.71,4960028.41,7031523.12,2071494.71,575197.16,2646691.87,2313336.54,2646691.87,2313336.54,ct2_abs_saldo
3131010011,CIDE S/ REMESSAS AO EXTERIOR,ambos,2297144.28,0.00,2297144.28,2888577.67,626176.33,2262401.34,2888577.67,626176.33,34742.94,591433.39,1670967.95,591433.39,1670967.95,ct2_abs_saldo
3131010012,CPMF/IOF,ambos,10857.80,10097.39,760.41,1799804.80,0.00,1799804.80,1799804.80,0.00,1799044.39,1799044.39,760.41,1799044.39,760.41,ct2_credito
3131030001,IPTU - IMP S/ PROP PREDIAL TERRIT URB,ambos,28176.09,0.00,28176.09,28176.09,0.00,28176.09,28176.09,0.00,0.00,0.00,28176.09,0.00,28176.09,ct2_abs_saldo
3131030006,OUTRAS TAXAS MUNICIPAIS,ambos,498.24,0.00,498.24,498.24,0.00,498.24,498.24,0.00,0.00,0.00,498.24,0.00,498.24,ct2_abs_saldo
3131040001,TRIBUTOS CORPORATIVOS,ambos,55285.55,0.00,55285.55,55285.55,0.00,55285.55,55285.55,0.00,0.00,0.00,55285.55,0.00,55285.55,ct2_abs_saldo
3141010001,VARIAÇÃO CAMBIAL (PERDA) BANCO DO BRASIL,somente_ct2,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.00,0.03,0.03,0.00,0.03,0.00,ct2_credito
3141010002,JUROS E MULTAS,ambos,1851.88,0.00,1851.88,1851.88,0.00,1851.88,1851.88,0.00,0.00,0.00,1851.88,0.00,1851.88,ct2_abs_saldo
3141010003,DESCONTOS FINANCEIROS,somente_ct2,0.00,0.00,0.00,1856.02,0.00,1856.02,1856.02,0.00,1856.02,1856.02,0.00,1856.02,0.00,ct2_credito
3141010004,TARIFAS BANCARIAS,ambos,100492.25,25518.34,74973.91,77591.23,755.28,76835.95,77591.23,755.28,1862.04,2617.32,74218.63,2617.32,74218.63,ct2_abs_saldo
3141010005,VARIACAO CAMBIAL (PERDA),somente_ct2,0.00,0.00,0.00,4934304.17,372.67,4933931.50,4934304.17,372.67,4933931.50,4934304.17,372.67,4934304.17,372.67,ct2_credito
3141010006,CORRECAO MONETARIA S/ PASSIVOS CONTIN,somente_ct2,0.00,0.00,0.00,6423876.01,0.00,6423876.01,6423876.01,0.00,6423876.01,6423876.01,0.00,6423876.01,0.00,ct2_credito
3141030001,FINANCEIRAS DE ARRENDAMENTO,somente_ct2,0.00,0.00,0.00,438803.43,0.00,438803.43,438803.43,0.00,438803.43,438803.43,0.00,438803.43,0.00,ct2_credito
3151010001,DEPRECIACAO,somente_ct2,0.00,0.00,0.00,592340.33,50022.38,542317.95,592340.33,50022.38,542317.95,592340.33,50022.38,592340.33,50022.38,ct2_credito
3151010002,DEPRECIAÇÃO - SEDE APEX,somente_ct2,0.00,0.00,0.00,2438125.02,0.00,2438125.02,2438125.02,0.00,2438125.02,2438125.02,0.00,2438125.02,0.00,ct2_credito
3153010001,DEPRECIAÇÃO DIREITOS DE USO,somente_ct2,0.00,0.00,0.00,1506026.01,0.00,1506026.01,1506026.01,0.00,1506026.01,1506026.01,0.00,1506026.01,0.00,ct2_credito
3161020001,PERDAS COM CREDITOS RECEBER,somente_ct2,0.00,0.00,0.00,1288.71,0.00,1288.71,1288.71,0.00,1288.71,1288.71,0.00,1288.71,0.00,ct2_credito
3161030003,PROCESSOS JUDICIAIS TRIBUTARIOS,somente_ct2,0.00,0.00,0.00,4418347.87,0.00,4418347.87,4418347.87,0.00,4418347.87,4418347.87,0.00,4418347.87,0.00,ct2_credito
3211010001,CUSTO DO ATIVO BAIXADO,somente_ct2,0.00,0.00,0.00,2822017.80,9808.57,2812209.23,2822017.80,9808.57,2812209.23,2822017.80,9808.57,2822017.80,9808.57,ct2_credito
3211010002,(-) DEPREC/AMORTIZ. DO ATIVO BAIXADO,somente_ct2,0.00,0.00,0.00,10038.42,2815957.17,2805918.75,2815957.17,10038.42,2805918.75,10038.42,2815957.17,2815957.17,10038.42,ct2_debito
3211020001,PERDA/GANHO C/ REAVALIACAO DE ATIVO,somente_ct2,0.00,0.00,0.00,2060.74,3724.84,1664.10,3724.84,2060.74,1664.10,2060.74,3724.84,3724.84,2060.74,ct2_abs_saldo
3231010001,OUTRAS RECEITAS E DESP OPERACIONAIS,somente_ct2,0.00,0.00,0.00,75630.04,32847.38,42782.66,75630.04,32847.38,42782.66,75630.04,32847.38,75630.04,32847.38,ct2_credito
4111010001,CONTRIBUICAO SOCIAL RFB,ambos,498471418.70,273632121.05,224839297.65,0.00,224839297.65,224839297.65,224839297.65,0.00,0.00,224839297.65,0.00,0.00,224839297.65,ct2_abs_saldo
4111010099,(-) TAXA DE ADMINISTRACAO RFB,ambos,4166986.62,7539576.08,3372589.46,2263778.28,0.00,2263778.28,2263778.28,0.00,1108811.18,1108811.18,3372589.46,1108811.18,3372589.46,ct2_abs_saldo
4121020001,PRESTACAO DE SERVICOS NACIONAIS,ambos,706323.28,353161.64,353161.64,0.00,353161.64,353161.64,353161.64,0.00,0.00,353161.64,0.00,0.00,353161.64,ct2_abs_saldo
4121020003,ORGANIZACAO EVENTOS NACIONAIS,ambos,70523.07,40759.07,29764.00,0.00,29764.00,29764.00,29764.00,0.00,0.00,29764.00,0.00,0.00,29764.00,ct2_abs_saldo
4121020004,ORGANIZACAO DE EVENTOS INTERNACIONAIS,ambos,4355066.97,322688.02,4032378.95,0.00,4032378.95,4032378.95,4032378.95,0.00,0.00,4032378.95,0.00,0.00,4032378.95,ct2_abs_saldo
4121020097,(-) ISS S/ VENDAS/FATURAMENTO,ambos,98893.99,197794.98,98900.99,98900.99,0.00,98900.99,98900.99,0.00,0.00,0.00,98900.99,0.00,98900.99,ct2_abs_saldo
4121020098,(-) COFINS NAO CUMULATIVO,ambos,335562.68,671125.36,335562.68,335562.68,0.00,335562.68,335562.68,0.00,0.00,0.00,335562.68,0.00,335562.68,ct2_abs_saldo
4121020099,(-) RECEITAS CANCELADAS,ambos,4437.80,8875.60,4437.80,7432.55,0.00,7432.55,7432.55,0.00,2994.75,2994.75,4437.80,2994.75,4437.80,ct2_abs_saldo
