tipo_grupo;recno_ancora;pares_no_grupo;pares_selecionados;pares_bloqueados;score_maximo;assinatura;evidencia;akd_recnos;ct2_recnos
akd_1xN;2482301;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2482301;2118753|2118755
akd_1xN;2482515;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2482515;2115740|2115742
akd_1xN;2482517;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2482517;2115744|2115746
akd_1xN;2482519;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2482519;2115748|2115750
akd_1xN;2483341;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2483341;2116754|2116756
akd_1xN;2482531;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2482531;2115080|2115082
akd_1xN;2482543;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2482543;2115768|2115770
akd_1xN;2482547;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2482547;2115776|2115778
akd_1xN;2482549;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2482549;2115780|2115782
akd_1xN;2482551;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2482551;2115784|2115786
akd_1xN;2482581;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2482581;2115704|2115706
akd_1xN;2482583;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2482583;2115752|2115754
akd_1xN;2482587;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2482587;2115760|2115762
akd_1xN;2482589;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2482589;2115764|2115766
akd_1xN;2482601;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2482601;2115788|2115790
akd_1xN;2482391;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2482391;2117963|2117965
akd_1xN;2496324;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2496324;2131362|2131364
akd_1xN;2496354;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2496354;2131492|2131494
akd_1xN;2496392;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2496392;2132505|2132507
akd_1xN;2496400;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2496400;2132521|2132523
akd_1xN;2496422;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2496422;2132537|2132539
akd_1xN;2496554;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2496554;2132549|2132551
akd_1xN;2496556;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2496556;2132553|2132555
akd_1xN;2496580;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2496580;2132565|2132567
akd_1xN;2496790;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2496790;2130524|2130526
akd_1xN;2496642;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2496642;2132573|2132575
akd_1xN;2496644;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2496644;2132577|2132579
akd_1xN;2496648;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2496648;2132585|2132587
akd_1xN;2496676;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2496676;2132589|2132591
akd_1xN;2496682;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2496682;2132597|2132599
akd_1xN;2496684;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2496684;2132601|2132603
akd_1xN;2496688;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2496688;2132593|2132595
akd_1xN;2496698;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2496698;2132605|2132607
akd_1xN;2496876;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2496876;2129816|2129818
akd_1xN;2432120;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2432120;2101230|2101232
akd_1xN;2432122;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2432122;2101234|2101236
akd_1xN;2430916;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2430916;2101988|2101990
akd_1xN;2432078;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2432078;2099544|2099546
akd_1xN;2432080;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2432080;2099548|2099550
akd_1xN;2432082;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2432082;2099552|2099554
akd_1xN;2432084;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2432084;2099556|2099558
akd_1xN;2432086;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2432086;2099560|2099562
akd_1xN;2432088;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2432088;2099564|2099566
akd_1xN;2431952;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2431952;2100393|2100395
akd_1xN;2431954;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2431954;2100397|2100399
akd_1xN;2432006;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2432006;2100923|2100925
akd_1xN;2432008;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2432008;2100927|2100929
akd_1xN;2432046;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2432046;2104841|2104843
akd_1xN;2432048;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2432048;2104837|2104847
akd_1xN;2432050;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2432050;2104835|2104849
akd_1xN;2432484;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2432484;2103200|2103202
akd_1xN;2432561;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2432561;2104839|2104845
akd_1xN;2432585;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2432585;2103200|2103202
akd_1xN;2483593;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2483593;2114926|2114928
akd_1xN;2483595;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2483595;2114930|2114932
akd_1xN;2482495;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2482495;2115732|2115734
akd_1xN;2483409;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2483409;2119798|2119800
akd_1xN;2483411;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2483411;2119802|2119804
akd_1xN;2483465;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2483465;2118539|2118541
akd_1xN;2483467;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2483467;2118543|2118545
akd_1xN;2483505;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2483505;2119213|2119215
akd_1xN;2483507;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2483507;2119209|2119219
akd_1xN;2483509;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2483509;2119207|2119221
akd_1xN;2483553;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2483553;2117967|2117969
akd_1xN;2483555;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2483555;2117971|2117973
akd_1xN;2483557;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2483557;2117975|2117977
akd_1xN;2483559;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2483559;2117979|2117981
akd_1xN;2483561;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2483561;2117983|2117985
akd_1xN;2483563;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2483563;2117987|2117989
akd_1xN;2483871;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2483871;2116856|2116858
akd_1xN;2483940;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2483940;2119211|2119217
akd_1xN;2483950;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2483950;2117991|2117993
akd_1xN;2483952;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2483952;2117995|2117997
akd_1xN;2483970;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2483970;2116856|2116858
akd_1xN;2496398;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2496398;2132517|2132519
akd_1xN;2497772;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2497772;2131582|2131584
akd_1xN;2497774;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2497774;2131586|2131588
akd_1xN;2497568;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2497568;2130390|2130392
akd_1xN;2497570;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2497570;2130394|2130396
akd_1xN;2497546;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2497546;2131254|2131256
akd_1xN;2497548;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2497548;2131258|2131260
akd_1xN;2497644;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2497644;2129788|2129790
akd_1xN;2497646;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2497646;2129784|2129794
akd_1xN;2497648;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2497648;2129782|2129796
akd_1xN;2497684;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2497684;2134751|2134753
akd_1xN;2497686;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2497686;2134755|2134757
akd_1xN;2497688;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2497688;2134759|2134761
akd_1xN;2497690;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2497690;2134763|2134765
akd_1xN;2497692;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2497692;2134767|2134769
akd_1xN;2497694;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2497694;2134771|2134773
akd_1xN;2498027;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2498027;2129786|2129792
akd_1xN;2498033;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2498033;2134775|2134777
akd_1xN;2430886;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2430886;2101100|2101102
akd_1xN;2430888;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2430888;2101104|2101106
akd_1xN;2430904;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2430904;2101278|2101280
akd_1xN;2430918;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2430918;2101992|2101994
akd_1xN;2430920;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2430920;2101996|2101998
akd_1xN;2430924;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2430924;2102004|2102006
akd_1xN;2430928;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2430928;2101242|2101244
akd_1xN;2430766;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2430766;2104249|2104251
akd_1xN;2430968;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2430968;2102020|2102022
akd_1xN;2430782;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2430782;2104297|2104299
akd_1xN;2430990;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2430990;2102048|2102050
akd_1xN;2430874;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2430874;2099576|2099578
akd_1xN;2430876;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2430876;2099582|2099584
akd_1xN;2430742;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2430742;2100899|2100901
akd_1xN;2430744;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2430744;2100903|2100905
akd_1xN;2430746;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2430746;2100907|2100909
akd_1xN;2431124;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2431124;2100027|2100029
akd_1xN;2431136;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2431136;2105050|2105052
akd_1xN;2482401;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2482401;2114748|2114750
akd_1xN;2482403;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2482403;2114804|2114806
akd_1xN;2482405;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2482405;2114808|2114810
akd_1xN;2482451;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2482451;2114960|2114962
akd_1xN;2482297;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2482297;2118735|2118737
akd_1xN;2482489;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2482489;2115720|2115722
akd_1xN;2482493;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2482493;2115728|2115730
akd_1xN;2482497;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2482497;2115736|2115738
akd_1xN;2482503;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2482503;2115034|2115036
akd_1xN;2482325;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2482325;2118825|2118827
akd_1xN;2482545;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2482545;2115772|2115774
akd_1xN;2482577;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2482577;2115022|2115024
akd_1xN;2482585;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2482585;2115756|2115758
akd_1xN;2482283;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2482283;2118527|2118529
akd_1xN;2482285;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2482285;2118531|2118533
akd_1xN;2482287;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2482287;2118535|2118537
akd_1xN;2482289;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2482289;2118567|2118569
akd_1xN;2482393;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2482393;2118003|2118005
akd_1xN;2482727;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2482727;2114622|2114624
akd_1xN;2482741;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2482741;2114249|2114251
akd_1xN;2496326;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2496326;2131370|2131372
akd_1xN;2496334;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2496334;2131438|2131440
akd_1xN;2496336;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2496336;2131442|2131444
akd_1xN;2496382;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2496382;2131758|2131760
akd_1xN;2496394;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2496394;2132509|2132511
akd_1xN;2496402;2;1;1;438;proc_hist|akd_xdoc_ct2_recno|competencia|ent05_conta|cc|classe_valor|tokens|texto;ancora_documental_ou_estruturada + contexto_contabil;2496402;2132525|2132527
