reason_signature;candidatos;selecionados;taxa_selecao
cc|classe_valor|competencia|competencia_cc_classe|competencia_classe|competencia_conta_cc|competencia_conta_classe|conta_cc_classe|doc_extra|doc_hist_1|ent05_conta|insight_classe_valor_competencia|insight_xnumap_cc|insight_xnumap_classe|insight_xnumap_conta|insight_xnumap_valor|texto|tokens|valor|xnumap_at04db|xnumap_xdocum;6;0;0.0
cc|chave_estruturada|classe_valor|competencia|competencia_cc_classe|competencia_classe|competencia_conta_cc|competencia_conta_classe|conta_cc_classe|doc_extra|doc_hist_1|ent05_conta|insight_classe_valor_competencia|valor|xdoc|xdoc_at01cr;6;2;33.33
cc|classe_valor|conta_cc_classe|doc_extra|doc_hist_2|ent05_conta|insight_xnumap_cc|insight_xnumap_classe|insight_xnumap_conta|insight_xnumap_valor|tokens|valor|xnumap_at04db|xnumap_xdocum;6;0;0.0
cc|chave_estruturada|classe_valor|competencia|competencia_cc_classe|competencia_classe|doc_extra|doc_hist_2|insight_classe_valor_competencia|tokens|valor|xdoc|xdoc_at01cr;6;2;33.33
cc|chave_estruturada|doc_extra|doc_hist_2|insight_xnumap_cc|insight_xnumap_valor|texto|tokens|valor|xnumap_at04db|xnumap_xdocum;6;0;0.0
cc|chave_estruturada|classe_valor|competencia|competencia_cc_classe|competencia_classe|doc_extra|doc_hist_1|insight_classe_valor_competencia|valor|xdoc|xdoc_at01cr;6;3;50.0
cc|classe_valor|doc_extra|doc_hist_2|insight_xnumap_cc|insight_xnumap_classe|insight_xnumap_valor|tokens|valor|xnumap_at04db|xnumap_xdocum;6;0;0.0
akd_xdoc_ct2_recno|cc|classe_valor|competencia|competencia_cc_classe|competencia_classe|insight_classe_valor_competencia|proc_hist_competencia|proc_hist_data_exata|proc_hist_data_valor_exato|texto|tokens|valor;6;6;100.0
chave_estruturada|classe_valor|competencia|competencia_classe|doc_extra|insight_classe_valor_competencia|texto|tokens|valor|xdoc|xdoc_at01cr;6;3;50.0
doc_extra|doc_hist_2|ent05_conta|texto|tokens|valor|xdoc|xdoc_at01cr;6;3;50.0
doc_extra|doc_hist_2|texto|tokens|valor|xdoc|xdoc_at01cr;6;3;50.0
cc|chave_estruturada|competencia|doc_extra|texto|tokens|valor|xdoc|xdoc_at01cr;6;2;33.33
cc|competencia|competencia_conta_cc|doc_hist_2|ent05_conta|proc_ri_competencia|proc_ri_conta|proc_ri_data_valor_exato|tokens|valor;6;1;16.67
cc|chave_estruturada|competencia|competencia_conta_cc|doc_extra|doc_hist_2|ent05_conta|texto|tokens|valor;6;0;0.0
cc|chave_estruturada|classe_valor|competencia|competencia_cc_classe|competencia_classe|doc_extra|doc_hist_1|insight_classe_valor_competencia|texto|tokens|valor;6;3;50.0
chave_estruturada|competencia|doc_extra|doc_hist_2|ent05_conta|texto|tokens|valor;6;1;16.67
chave_estruturada|classe_valor|competencia|competencia_classe|doc_extra|doc_hist_1|insight_classe_valor_competencia|tokens|valor;6;0;0.0
competencia|doc_hist_2|proc_ri_competencia|proc_ri_data_valor_exato|tokens|valor;6;0;0.0
cc|chave_estruturada|classe_valor|doc_extra|texto|tokens|valor;6;0;0.0
chave_estruturada|competencia|doc_extra|valor;6;0;0.0
cc|classe_valor|conta_cc_classe|ent05_conta|tokens|valor;6;0;0.0
classe_valor|competencia|competencia_classe|insight_classe_valor_competencia|texto|tokens|valor;6;0;0.0
classe_valor|competencia|competencia_classe|insight_classe_valor_competencia|texto|valor;6;0;0.0
cc|chave_estruturada|classe_valor|competencia|competencia_cc_classe|competencia_classe|doc_extra|doc_hist_2|insight_classe_valor_competencia|texto|tokens|valor;5;4;80.0
cc|chave_estruturada|classe_valor|competencia|competencia_cc_classe|competencia_classe|doc_extra|doc_hist_1|insight_classe_valor_competencia|tokens|valor;5;2;40.0
cc|competencia|doc_hist_1|tokens|valor;5;0;0.0
chave_estruturada|doc_extra|texto|tokens|valor;5;0;0.0
cc|classe_valor|competencia|competencia_cc_classe|competencia_classe|competencia_conta_cc|competencia_conta_classe|conta_cc_classe|doc_extra|doc_hist_2|ent05_conta|insight_classe_valor_competencia|insight_xnumap_cc|insight_xnumap_classe|insight_xnumap_conta|insight_xnumap_valor|tokens|valor|xnumap_at04db|xnumap_xdocum;4;0;0.0
cc|classe_valor|competencia|competencia_cc_classe|competencia_classe|competencia_conta_cc|competencia_conta_classe|conta_cc_classe|doc_extra|ent05_conta|insight_classe_valor_competencia|insight_xnumap_cc|insight_xnumap_classe|insight_xnumap_conta|insight_xnumap_valor|valor|xnumap_at04db|xnumap_xdocum;4;0;0.0
cc|classe_valor|conta_cc_classe|doc_extra|doc_hist_2|ent05_conta|insight_xnumap_cc|insight_xnumap_classe|insight_xnumap_conta|insight_xnumap_valor|texto|tokens|valor|xnumap_at04db|xnumap_xdocum;4;0;0.0
cc|classe_valor|competencia|competencia_cc_classe|competencia_classe|doc_extra|doc_hist_2|insight_classe_valor_competencia|insight_xnumap_cc|insight_xnumap_classe|insight_xnumap_valor|tokens|valor|xnumap_at04db|xnumap_xdocum;4;2;50.0
cc|competencia|competencia_conta_cc|doc_extra|doc_hist_1|ent05_conta|insight_xnumap_cc|insight_xnumap_conta|insight_xnumap_valor|texto|tokens|valor|xnumap_at04db|xnumap_xdocum;4;2;50.0
chave_estruturada|competencia|doc_extra|doc_hist_1|ent05_conta|insight_xnumap_conta|insight_xnumap_valor|tokens|valor|xnumap_at04db|xnumap_xdocum;4;0;0.0
cc|classe_valor|doc_extra|doc_hist_2|insight_xnumap_cc|insight_xnumap_classe|insight_xnumap_valor|texto|tokens|valor|xnumap_at04db|xnumap_xdocum;4;0;0.0
akd_xdoc_ct2_recno|cc|classe_valor|competencia|competencia_cc_classe|competencia_classe|competencia_conta_cc|competencia_conta_classe|conta_cc_classe|doc_hist_2|ent05_conta|insight_classe_valor_competencia|tokens|valor;4;4;100.0
competencia|doc_extra|doc_hist_2|ent05_conta|texto|tokens|valor|xdoc|xdoc_at01cr;4;2;50.0
cc|classe_valor|competencia|competencia_cc_classe|competencia_classe|doc_extra|insight_classe_valor_competencia|insight_xnumap_cc|insight_xnumap_classe|insight_xnumap_valor|valor|xnumap_at04db|xnumap_xdocum;4;2;50.0
akd_xdoc_ct2_recno|cc|classe_valor|competencia|competencia_cc_classe|competencia_classe|competencia_conta_cc|competencia_conta_classe|conta_cc_classe|doc_hist_1|ent05_conta|insight_classe_valor_competencia|tokens|valor;4;4;100.0
competencia|doc_extra|doc_hist_1|ent05_conta|texto|tokens|valor|xdoc|xdoc_at01cr;4;2;50.0
competencia|doc_extra|doc_hist_2|texto|tokens|valor|xdoc|xdoc_at01cr;4;2;50.0
cc|classe_valor|competencia|competencia_cc_classe|competencia_classe|doc_hist_1|insight_classe_valor_competencia|proc_hist_competencia|proc_hist_data_exata|proc_hist_data_valor_exato|texto|tokens|valor;4;0;0.0
competencia|doc_extra|doc_hist_1|texto|tokens|valor|xdoc|xdoc_at01cr;4;2;50.0
competencia|doc_extra|doc_hist_1|insight_xnumap_valor|texto|tokens|valor|xnumap_at04db|xnumap_xdocum;4;2;50.0
cc|competencia|doc_extra|insight_xnumap_cc|insight_xnumap_valor|texto|tokens|valor|xnumap_at04db|xnumap_xdocum;4;1;25.0
cc|competencia|doc_extra|insight_xnumap_cc|insight_xnumap_valor|valor|xnumap_at04db|xnumap_xdocum;4;0;0.0
cc|classe_valor|conta_cc_classe|ent05_conta|texto|tokens|valor;4;0;0.0
cc|chave_estruturada|doc_extra|ent05_conta|valor;4;0;0.0
classe_valor|ent05_conta|valor;4;0;0.0
chave_estruturada|classe_valor|competencia|competencia_classe|competencia_conta_classe|doc_extra|doc_hist_2|ent05_conta|insight_classe_valor_competencia|insight_xnumap_classe|insight_xnumap_conta|insight_xnumap_valor|texto|tokens|valor|xdoc|xdoc_at01cr|xnumap_at04db|xnumap_xdocum;3;1;33.33
chave_estruturada|classe_valor|competencia|competencia_classe|doc_extra|doc_hist_2|insight_classe_valor_competencia|insight_xnumap_classe|insight_xnumap_valor|texto|tokens|valor|xdoc|xdoc_at01cr|xnumap_at04db|xnumap_xdocum;3;1;33.33
chave_estruturada|competencia|doc_extra|doc_hist_2|ent05_conta|insight_xnumap_conta|insight_xnumap_valor|texto|tokens|valor|xdoc|xdoc_at01cr|xnumap_at04db|xnumap_xdocum;3;1;33.33
chave_estruturada|competencia|doc_extra|doc_hist_1|ent05_conta|insight_xnumap_conta|insight_xnumap_valor|texto|tokens|valor|xdoc|xdoc_at01cr|xnumap_at04db|xnumap_xdocum;3;1;33.33
chave_estruturada|competencia|doc_extra|doc_hist_2|insight_xnumap_valor|texto|tokens|valor|xdoc|xdoc_at01cr|xnumap_at04db|xnumap_xdocum;3;1;33.33
cc|chave_estruturada|classe_valor|competencia|competencia_cc_classe|competencia_classe|competencia_conta_cc|competencia_conta_classe|conta_cc_classe|doc_extra|ent05_conta|insight_classe_valor_competencia|valor|xdoc|xdoc_at01cr;3;1;33.33
cc|chave_estruturada|competencia|doc_extra|doc_hist_2|texto|tokens|valor|xdoc|xdoc_at01cr;3;1;33.33
chave_estruturada|competencia|doc_extra|doc_hist_2|insight_xnumap_valor|tokens|valor|xnumap_at04db|xnumap_xdocum;3;0;0.0
chave_estruturada|competencia|doc_extra|ent05_conta|texto|tokens|valor|xdoc|xdoc_at01cr;3;1;33.33
chave_estruturada|competencia|doc_extra|doc_hist_1|valor|xdoc|xdoc_at01cr;3;1;33.33
competencia|doc_extra|doc_hist_2|insight_xnumap_valor|valor|xnumap_at04db|xnumap_xdocum;3;0;0.0
chave_estruturada|competencia|doc_extra|ent05_conta|tokens|valor|xdoc|xdoc_at01cr;3;1;33.33
chave_estruturada|classe_valor|competencia|competencia_classe|doc_extra|insight_classe_valor_competencia|texto|tokens|valor;3;0;0.0
cc|chave_estruturada|doc_extra|doc_hist_1|texto|tokens|valor;3;1;33.33
chave_estruturada|competencia|doc_extra|doc_hist_1|ent05_conta|valor;3;0;0.0
cc|chave_estruturada|competencia|competencia_conta_cc|doc_extra|ent05_conta|valor;3;0;0.0
chave_estruturada|competencia|doc_extra|texto|tokens|valor;3;0;0.0
cc|chave_estruturada|competencia|doc_extra|valor;3;0;0.0
chave_estruturada|doc_extra|ent05_conta|valor;3;0;0.0
cc|doc_hist_1|ent05_conta|tokens|valor;3;0;0.0
cc|chave_estruturada|classe_valor|competencia|competencia_cc_classe|competencia_classe|competencia_conta_cc|competencia_conta_classe|conta_cc_classe|doc_extra|doc_hist_2|ent05_conta|insight_classe_valor_competencia|texto|tokens|valor|xdoc|xdoc_at01cr;2;2;100.0
cc|chave_estruturada|classe_valor|competencia|competencia_cc_classe|competencia_classe|competencia_conta_cc|competencia_conta_classe|conta_cc_classe|doc_extra|ent05_conta|insight_classe_valor_competencia|insight_xnumap_cc|insight_xnumap_classe|insight_xnumap_conta|insight_xnumap_valor|valor|xnumap_at04db|xnumap_xdocum;2;2;100.0
cc|classe_valor|conta_cc_classe|doc_extra|doc_hist_1|ent05_conta|insight_xnumap_cc|insight_xnumap_classe|insight_xnumap_conta|insight_xnumap_valor|texto|tokens|valor|xnumap_at04db|xnumap_xdocum;2;1;50.0
chave_estruturada|classe_valor|competencia|competencia_classe|competencia_conta_classe|doc_extra|doc_hist_1|ent05_conta|insight_classe_valor_competencia|insight_xnumap_classe|insight_xnumap_conta|insight_xnumap_valor|valor|xnumap_at04db|xnumap_xdocum;2;2;100.0
cc|classe_valor|conta_cc_classe|doc_extra|doc_hist_2|ent05_conta|insight_xnumap_cc|insight_xnumap_classe|insight_xnumap_conta|insight_xnumap_valor|valor|xnumap_at04db|xnumap_xdocum;2;0;0.0
cc|competencia|competencia_conta_cc|doc_extra|doc_hist_1|ent05_conta|insight_xnumap_cc|insight_xnumap_conta|insight_xnumap_valor|tokens|valor|xnumap_at04db|xnumap_xdocum;2;0;0.0
cc|chave_estruturada|classe_valor|competencia|competencia_cc_classe|competencia_classe|doc_extra|insight_classe_valor_competencia|insight_xnumap_cc|insight_xnumap_classe|insight_xnumap_valor|valor|xnumap_at04db|xnumap_xdocum;2;0;0.0
cc|classe_valor|doc_extra|doc_hist_1|insight_xnumap_cc|insight_xnumap_classe|insight_xnumap_valor|texto|tokens|valor|xnumap_at04db|xnumap_xdocum;2;0;0.0
chave_estruturada|classe_valor|competencia|competencia_classe|doc_extra|doc_hist_1|insight_classe_valor_competencia|insight_xnumap_classe|insight_xnumap_valor|valor|xnumap_at04db|xnumap_xdocum;2;0;0.0
cc|chave_estruturada|doc_extra|doc_hist_2|insight_xnumap_cc|insight_xnumap_valor|tokens|valor|xnumap_at04db|xnumap_xdocum;2;0;0.0
cc|classe_valor|doc_extra|doc_hist_2|insight_xnumap_cc|insight_xnumap_classe|insight_xnumap_valor|valor|xnumap_at04db|xnumap_xdocum;2;0;0.0
cc|chave_estruturada|competencia|competencia_conta_cc|doc_extra|ent05_conta|texto|tokens|valor|xdoc|xdoc_at01cr;2;2;100.0
cc|competencia|doc_extra|doc_hist_2|insight_xnumap_cc|insight_xnumap_valor|tokens|valor|xnumap_at04db|xnumap_xdocum;2;1;50.0
cc|classe_valor|competencia|competencia_cc_classe|competencia_classe|competencia_conta_cc|competencia_conta_classe|conta_cc_classe|doc_hist_1|ent05_conta|insight_classe_valor_competencia|proc_ri_competencia|proc_ri_conta|proc_ri_data_valor_exato|tokens|valor;2;0;0.0
chave_estruturada|doc_extra|doc_hist_2|insight_xnumap_valor|texto|tokens|valor|xnumap_at04db|xnumap_xdocum;2;0;0.0
chave_estruturada|competencia|doc_extra|doc_hist_2|insight_xnumap_valor|valor|xnumap_at04db|xnumap_xdocum;2;0;0.0
cc|classe_valor|competencia|competencia_cc_classe|competencia_classe|doc_hist_2|insight_classe_valor_competencia|proc_hist_competencia|proc_hist_data_exata|proc_hist_data_valor_exato|texto|tokens|valor;2;0;0.0
chave_estruturada|competencia|doc_extra|doc_hist_1|insight_xnumap_valor|valor|xnumap_at04db|xnumap_xdocum;2;0;0.0
chave_estruturada|classe_valor|competencia|competencia_classe|doc_extra|insight_classe_valor_competencia|tokens|valor|xdoc|xdoc_at01cr;2;1;50.0
cc|classe_valor|competencia|competencia_cc_classe|competencia_classe|competencia_conta_cc|competencia_conta_classe|conta_cc_classe|doc_hist_1|ent05_conta|insight_classe_valor_competencia|texto|tokens|valor;2;0;0.0
competencia|doc_extra|doc_hist_1|insight_xnumap_valor|tokens|valor|xnumap_at04db|xnumap_xdocum;2;0;0.0
akd_xdoc_ct2_recno|cc|competencia|competencia_conta_cc|doc_hist_2|ent05_conta|texto|tokens|valor;2;2;100.0
cc|classe_valor|competencia|competencia_cc_classe|competencia_classe|doc_hist_1|insight_classe_valor_competencia|proc_ri_competencia|proc_ri_data_valor_exato|tokens|valor;2;0;0.0
cc|competencia|doc_hist_1|proc_hist_competencia|proc_hist_data_exata|proc_hist_data_valor_exato|texto|tokens|valor;2;0;0.0
cc|classe_valor|competencia|competencia_cc_classe|competencia_classe|doc_hist_1|insight_classe_valor_competencia|proc_ri_competencia|proc_ri_data_valor_exato|valor;2;0;0.0
cc|chave_estruturada|classe_valor|competencia|competencia_cc_classe|competencia_classe|doc_extra|doc_hist_2|insight_classe_valor_competencia|tokens|valor;2;2;100.0
cc|competencia|competencia_conta_cc|doc_hist_2|ent05_conta|texto|tokens|valor;2;0;0.0
cc|chave_estruturada|classe_valor|conta_cc_classe|doc_extra|ent05_conta|texto|tokens|valor;2;0;0.0
chave_estruturada|classe_valor|competencia|competencia_classe|doc_extra|insight_classe_valor_competencia|valor;2;0;0.0
cc|chave_estruturada|doc_extra|valor;2;0;0.0
ent05_conta|tokens|valor;2;0;0.0
cc|chave_estruturada|competencia|competencia_conta_cc|doc_extra|doc_hist_2|ent05_conta|texto|tokens|valor|xdoc|xdoc_at01cr;1;1;100.0
cc|chave_estruturada|classe_valor|conta_cc_classe|doc_extra|doc_hist_1|ent05_conta|insight_xnumap_cc|insight_xnumap_classe|insight_xnumap_conta|insight_xnumap_valor|valor|xnumap_at04db|xnumap_xdocum;1;0;0.0
akd_xdoc_ct2_recno|cc|classe_valor|competencia|competencia_cc_classe|competencia_classe|doc_hist_2|insight_classe_valor_competencia|proc_hist_competencia|proc_hist_data_exata|proc_hist_data_valor_exato|texto|tokens|valor;1;1;100.0
cc|chave_estruturada|doc_extra|doc_hist_1|ent05_conta|insight_xnumap_cc|insight_xnumap_conta|insight_xnumap_valor|valor|xnumap_at04db|xnumap_xdocum;1;0;0.0
cc|chave_estruturada|classe_valor|doc_extra|doc_hist_1|insight_xnumap_cc|insight_xnumap_classe|insight_xnumap_valor|valor|xnumap_at04db|xnumap_xdocum;1;1;100.0
cc|chave_estruturada|doc_extra|doc_hist_1|insight_xnumap_cc|insight_xnumap_valor|valor|xnumap_at04db|xnumap_xdocum;1;0;0.0
cc|classe_valor|competencia|competencia_cc_classe|competencia_classe|competencia_conta_cc|competencia_conta_classe|conta_cc_classe|doc_hist_2|ent05_conta|insight_classe_valor_competencia|texto|tokens|valor;1;1;100.0
competencia|doc_extra|doc_hist_1|insight_xnumap_valor|valor|xnumap_at04db|xnumap_xdocum;1;0;0.0
doc_extra|doc_hist_1|insight_xnumap_valor|valor|xnumap_at04db|xnumap_xdocum;1;0;0.0
cc|classe_valor|competencia|competencia_cc_classe|competencia_classe|competencia_conta_cc|competencia_conta_classe|conta_cc_classe|doc_hist_2|ent05_conta|insight_classe_valor_competencia|valor;1;0;0.0
akd_xdoc_ct2_recno|cc|classe_valor|competencia|competencia_cc_classe|competencia_classe|insight_classe_valor_competencia|texto|tokens|valor;1;1;100.0
akd_xdoc_ct2_recno|cc|competencia|competencia_conta_cc|ent05_conta|tokens|valor;1;1;100.0
cc|competencia|competencia_conta_cc|doc_hist_1|ent05_conta|texto|tokens|valor;1;1;100.0
chave_estruturada|classe_valor|competencia|competencia_classe|doc_extra|insight_classe_valor_competencia|tokens|valor;1;0;0.0
cc|classe_valor|competencia|competencia_cc_classe|competencia_classe|doc_hist_2|insight_classe_valor_competencia|valor;1;0;0.0
chave_estruturada|classe_valor|doc_extra|ent05_conta|valor;1;0;0.0
competencia|doc_hist_1|ent05_conta|tokens|valor;1;0;0.0
competencia|doc_hist_1|ent05_conta|valor;1;0;0.0
chave_estruturada|classe_valor|doc_extra|valor;1;0;0.0
classe_valor|competencia|competencia_classe|insight_classe_valor_competencia|valor;1;0;0.0
