key;akd_rows;ct2_rows;akd_total;ct2_total;status
SE5248885;2;2;12.20;12.20;forte_grupo
SE5248890;2;2;12.20;12.20;forte_grupo
SE5248891;2;2;12.20;12.20;forte_grupo
SE5248898;2;2;437.70;437.70;forte_grupo
SE5248899;2;2;312.90;312.90;forte_grupo
SE5248900;2;2;26.80;26.80;forte_grupo
SE5248901;2;2;354.40;354.40;forte_grupo
SE5248902;2;2;22.80;22.80;forte_grupo
SE5248903;2;2;119.20;119.20;forte_grupo
SE5249046;2;2;40.00;40.00;forte_grupo
SE5249063;2;2;198.00;198.00;forte_grupo
SE5249097;2;2;0.70;0.70;forte_grupo
SE5249098;2;2;18.36;18.36;forte_grupo
SE5249099;2;2;12.28;12.28;forte_grupo
SE5249103;2;2;0.74;0.74;forte_grupo
SE5249108;2;2;10354864.98;10354864.98;forte_grupo
SE5249109;2;2;391.18;391.18;forte_grupo
SE5249114;2;2;4353.60;4353.60;forte_grupo
SE5249115;2;2;13.68;13.68;forte_grupo
SE5249116;2;2;174.00;174.00;forte_grupo
SE5249123;2;2;12.20;12.20;forte_grupo
SE5249124;2;2;12.20;12.20;forte_grupo
SE5249125;2;2;12.20;12.20;forte_grupo
SE5249126;2;2;12.20;12.20;forte_grupo
SE5249127;2;2;4720.20;4720.20;forte_grupo
SE5249128;2;2;12.20;12.20;forte_grupo
SE5249129;2;2;171.14;171.14;forte_grupo
SE5249223;2;2;750.70;750.70;forte_grupo
SE5249253;3;2;3715.86;2477.24;ambiguo
SE5249255;2;2;513.08;513.08;forte_grupo
SE5249374;2;2;171.04;171.04;forte_grupo
SE5249382;2;2;432.48;432.48;forte_grupo
SE5249393;1;3;451.08;6066.26;ambiguo
SE5249395;1;3;28.65;239.46;ambiguo
SE5249397;4;4;258.01;3592.50;ambiguo
SE5249456;2;2;12570.36;12570.36;forte_grupo
SE5249457;2;2;410.10;410.10;forte_grupo
SE5249464;2;2;61.08;61.08;forte_grupo
SE5249465;2;2;138.00;138.00;forte_grupo
SE5249476;2;2;674.54;674.54;forte_grupo
SE5249478;2;2;8619827.62;8619827.62;forte_grupo
SE5249479;2;2;378.04;378.04;forte_grupo
SE5249480;2;2;2079.80;2079.80;forte_grupo
SE5249481;2;2;105.74;105.74;forte_grupo
SE5249482;2;2;474968.28;2500280.52;ambiguo
SE5249483;2;2;369934.22;1947370.72;ambiguo
SE5249486;2;2;313.82;313.82;forte_grupo
SE5249492;2;2;4.32;22.54;ambiguo
