akd_recno;rank;ct2_recno_candidato;confidence;score;candidate_sources;reasons;akd_xdoc;akd_xnumap;akd_ent05;akd_cc;akd_clvlr;akd_itctb;ct2_xdoc;ct2_at01cr;ct2_xdocum;ct2_at04db;ct2_debito;ct2_credito;ct2_ccd;ct2_ccc;akd_historico;ct2_historico
2405166;1;2068205;muito_forte;221;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_2:05012026|doc_extra_2:05012026|doc_hist_1:05012026|competencia|classe_valor|competencia_classe|tokens_4+|texto_055|texto_classe_competencia;SE150674;;4141060001;06030501;00000000000000003168;;SE5241154;SE5241154;;;1112030001;;06030503;;05012026 -REND APLIC AUTOMAT ITAU;RECBTO S/ TITULO 05012026/ITA ITAU UNIBANCO S.A.-REND APLIC AUTOMAT ITAU
2405166;2;2068206;muito_forte;196;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_2:05012026|doc_extra_2:05012026|doc_hist_1:05012026|competencia|classe_valor|competencia_classe|tokens_2+;SE150674;;4141060001;06030501;00000000000000003168;;SE5241154;SE5241154;;;;1123010004;06030503;06030503;05012026 -REND APLIC AUTOMAT ITAU;RECBTO S/TITULO 05012026 ITAU UNIBANCO S.A.
2413701;1;2092344;muito_forte;211;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:30012026|doc_extra_1:30012026|doc_hist_2:30012026|competencia|classe_valor|competencia_classe|tokens_4+|texto_055|texto_classe_competencia;SE150713;;4141010008;06030501;00000000000000003168;;SE5242868;SE5242868;;;1114010003;;06030503;;30012026 -RENDIMENTO BB FACIL 5494-1R;RECBTO S/ TITULO 30012026/R3 BANCO DO BRASIL SA-RENDIMENTO BB FACIL 5494-1R
2413701;2;2092345;muito_forte;164;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:30012026|doc_extra_1:30012026|doc_hist_1:30012026|competencia|classe_valor|competencia_classe;SE150713;;4141010008;06030501;00000000000000003168;;SE5242868;SE5242868;;;;1123010004;06030503;06030503;30012026 -RENDIMENTO BB FACIL 5494-1R;RECBTO S/TITULO 30012026 BANCO DO BRASIL SA
2413705;1;2092347;muito_forte;211;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:30012026|doc_extra_1:30012026|doc_hist_2:30012026|competencia|classe_valor|competencia_classe|tokens_4+|texto_055|texto_classe_competencia;SE150714;;4141010006;06030501;00000000000000003168;;SE5242869;SE5242869;;;1116010006;;06030503;;30012026 -RENDIMENTO BB FACIL 6503-XR;RECBTO S/ TITULO 30012026/R4 BANCO DO BRASIL SA-RENDIMENTO BB FACIL 6503-XR
2413705;2;2092348;muito_forte;164;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:30012026|doc_extra_1:30012026|doc_hist_1:30012026|competencia|classe_valor|competencia_classe;SE150714;;4141010006;06030501;00000000000000003168;;SE5242869;SE5242869;;;;1123010004;06030503;06030503;30012026 -RENDIMENTO BB FACIL 6503-XR;RECBTO S/TITULO 30012026 BANCO DO BRASIL SA
2413927;1;2095279;muito_forte;192;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:30012026|doc_extra_1:30012026|doc_hist_2:30012026|competencia|classe_valor|competencia_classe|tokens_2+|texto_055;SE150731;;4141010001;06030501;00000000000000003168;;SE5242891;SE5242891;;;1116010002;;06030503;;30012026 -RENDIMENTO 7364-4D;RECBTO S/ TITULO 30012026/BB1 BANCO DO BRASIL SA-RENDIMENTO 7364-4D
2413927;2;2095280;muito_forte;164;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:30012026|doc_extra_1:30012026|doc_hist_1:30012026|competencia|classe_valor|competencia_classe;SE150731;;4141010001;06030501;00000000000000003168;;SE5242891;SE5242891;;;;1123010004;06030503;06030503;30012026 -RENDIMENTO 7364-4D;RECBTO S/TITULO 30012026 BANCO DO BRASIL SA
2413931;1;2095282;muito_forte;211;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:30012026|doc_extra_1:30012026|doc_hist_2:30012026|competencia|classe_valor|competencia_classe|tokens_4+|texto_055|texto_classe_competencia;SE150732;;4141010007;06030501;00000000000000003168;;SE5242892;SE5242892;;;1116010001;;06030503;;30012026 -RENDIMENTO BB FACIL 7364-4R;RECBTO S/ TITULO 30012026/R1 BANCO DO BRASIL SA-RENDIMENTO BB FACIL 7364-4R
2413931;2;2095283;muito_forte;164;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:30012026|doc_extra_1:30012026|doc_hist_1:30012026|competencia|classe_valor|competencia_classe;SE150732;;4141010007;06030501;00000000000000003168;;SE5242892;SE5242892;;;;1123010004;06030503;06030503;30012026 -RENDIMENTO BB FACIL 7364-4R;RECBTO S/TITULO 30012026 BANCO DO BRASIL SA
2414885;1;2095733;muito_forte;192;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:30012026|doc_extra_1:30012026|doc_hist_2:30012026|competencia|classe_valor|competencia_classe|tokens_2+|texto_055;SE150761;;4141010003;06030501;00000000000000003168;;SE5243018;SE5243018;;;1114010001;;06030503;;30012026 -RENDIMENTO 431589-8P;RECBTO S/ TITULO 30012026/P1 BANCO DO BRASIL SA-RENDIMENTO 431589-8P
2414885;2;2095734;muito_forte;164;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:30012026|doc_extra_1:30012026|doc_hist_1:30012026|competencia|classe_valor|competencia_classe;SE150761;;4141010003;06030501;00000000000000003168;;SE5243018;SE5243018;;;;1123010004;06030503;06030503;30012026 -RENDIMENTO 431589-8P;RECBTO S/TITULO 30012026 BANCO DO BRASIL SA
2415003;1;2095736;muito_forte;211;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:30012026|doc_extra_1:30012026|doc_hist_2:30012026|competencia|classe_valor|competencia_classe|tokens_4+|texto_055|texto_classe_competencia;SE150762;;4141010008;06030501;00000000000000003168;;SE5243019;SE5243019;;;1114010002;;06030503;;30012026 -RENDIMENTO BB FACIL 431589-8R;RECBTO S/ TITULO 30012026/R BANCO DO BRASIL SA-RENDIMENTO BB FACIL 431589-8R
2415003;2;2095737;muito_forte;164;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:30012026|doc_extra_1:30012026|doc_hist_1:30012026|competencia|classe_valor|competencia_classe;SE150762;;4141010008;06030501;00000000000000003168;;SE5243019;SE5243019;;;;1123010004;06030503;06030503;30012026 -RENDIMENTO BB FACIL 431589-8R;RECBTO S/TITULO 30012026 BANCO DO BRASIL SA
2415090;1;2095781;muito_forte;197;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:30012026|doc_extra_1:30012026|doc_hist_1:30012026|competencia|classe_valor|competencia_classe|tokens_4+|texto_055|texto_classe_competencia;SE150765;;4141010005;06030501;00000000000000003168;;SE5243036;SE5243036;;;1114010004;;06030503;;30012026 -TARIFA BANCARIA 431611-8;RECBTO S/ TITULO 30012026/B3 BANCO DO BRASIL SA-TARIFA BANCARIA 431611-8
2415090;2;2095782;muito_forte;164;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:30012026|doc_extra_1:30012026|doc_hist_1:30012026|competencia|classe_valor|competencia_classe;SE150765;;4141010005;06030501;00000000000000003168;;SE5243036;SE5243036;;;;1123010004;06030503;06030503;30012026 -TARIFA BANCARIA 431611-8;RECBTO S/TITULO 30012026 BANCO DO BRASIL SA
2415130;1;2095790;muito_forte;211;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:30012026|doc_extra_1:30012026|doc_hist_2:577498223|competencia|classe_valor|competencia_classe|tokens_4+|texto_055|texto_classe_competencia;SE150766;;4141020001;06030501;00000000000000003168;;SE5243074;SE5243074;;;1116020001;;06030503;;30012026 -RENDIMENTO 577498223-4 FUNDO EXCLUSIVO;RECBTO S/ TITULO 30012026/CX1 CAIXA ECONOMICA FEDERAL-RENDIMENTO 577498223-4 FUNDO EXCLUSIVO
2415130;2;2095791;muito_forte;164;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:30012026|doc_extra_1:30012026|doc_hist_1:30012026|competencia|classe_valor|competencia_classe;SE150766;;4141020001;06030501;00000000000000003168;;SE5243074;SE5243074;;;;1123010004;06030503;06030503;30012026 -RENDIMENTO 577498223-4 FUNDO EXCLUSIVO;RECBTO S/TITULO 30012026 CAIXA ECONOMICA FEDERAL
2415159;1;2095801;muito_forte;197;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:30012026|doc_extra_1:30012026|doc_hist_1:30012026|competencia|classe_valor|competencia_classe|tokens_4+|texto_055|texto_classe_competencia;SE150767;;4141020005;06030501;00000000000000003168;;SE5243075;SE5243075;;;1116020003;;06030503;;30012026 -RENDIMENTO CAIXA AMETISTA CORP;RECBTO S/ TITULO 30012026/CX2 CAIXA ECONOMICA FEDERAL-RENDIMENTO CAIXA AMETISTA CORP
2415159;2;2095802;muito_forte;172;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:30012026|doc_extra_1:30012026|doc_hist_1:30012026|competencia|classe_valor|competencia_classe|tokens_2+;SE150767;;4141020005;06030501;00000000000000003168;;SE5243075;SE5243075;;;;1123010004;06030503;06030503;30012026 -RENDIMENTO CAIXA AMETISTA CORP;RECBTO S/TITULO 30012026 CAIXA ECONOMICA FEDERAL
2425915;1;2109042;muito_forte;221;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_2:03022026|doc_extra_2:03022026|doc_hist_1:03022026|competencia|classe_valor|competencia_classe|tokens_4+|texto_055|texto_classe_competencia;SE150931;;4141060001;06030501;00000000000000003168;;SE5245901;SE5245901;;;1112030001;;06030503;;03022026 -REND APLIC AUTOMAT ITAU;RECBTO S/ TITULO 03022026/ITA ITAU UNIBANCO S.A.-REND APLIC AUTOMAT ITAU
2425915;2;2109043;muito_forte;196;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_2:03022026|doc_extra_2:03022026|doc_hist_1:03022026|competencia|classe_valor|competencia_classe|tokens_2+;SE150931;;4141060001;06030501;00000000000000003168;;SE5245901;SE5245901;;;;1123010004;06030503;06030503;03022026 -REND APLIC AUTOMAT ITAU;RECBTO S/TITULO 03022026 ITAU UNIBANCO S.A.
2425509;1;2108893;muito_forte;211;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:27022026|doc_extra_1:27022026|doc_hist_2:27022026|competencia|classe_valor|competencia_classe|tokens_4+|texto_055|texto_classe_competencia;SE150922;;4141010008;06030501;00000000000000003168;;SE5245775;SE5245775;;;1114010003;;06030503;;27022026 -RENDIMENTO BB FACIL 5494-1R;RECBTO S/ TITULO 27022026/R3 BANCO DO BRASIL SA-RENDIMENTO BB FACIL 5494-1R
2425509;2;2108894;muito_forte;164;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:27022026|doc_extra_1:27022026|doc_hist_1:27022026|competencia|classe_valor|competencia_classe;SE150922;;4141010008;06030501;00000000000000003168;;SE5245775;SE5245775;;;;1123010004;06030503;06030503;27022026 -RENDIMENTO BB FACIL 5494-1R;RECBTO S/TITULO 27022026 BANCO DO BRASIL SA
2425572;1;2108919;muito_forte;211;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:27022026|doc_extra_1:27022026|doc_hist_2:27022026|competencia|classe_valor|competencia_classe|tokens_4+|texto_055|texto_classe_competencia;SE150924;;4141010006;06030501;00000000000000003168;;SE5245805;SE5245805;;;1116010006;;06030503;;27022026 -RENDIMENTO BB FACIL 6503-XR;RECBTO S/ TITULO 27022026/R4 BANCO DO BRASIL SA-RENDIMENTO BB FACIL 6503-XR
2425572;2;2108920;muito_forte;164;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:27022026|doc_extra_1:27022026|doc_hist_1:27022026|competencia|classe_valor|competencia_classe;SE150924;;4141010006;06030501;00000000000000003168;;SE5245805;SE5245805;;;;1123010004;06030503;06030503;27022026 -RENDIMENTO BB FACIL 6503-XR;RECBTO S/TITULO 27022026 BANCO DO BRASIL SA
2425580;1;2108926;muito_forte;192;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:27022026|doc_extra_1:27022026|doc_hist_2:27022026|competencia|classe_valor|competencia_classe|tokens_2+|texto_055;SE150925;;4141010001;06030501;00000000000000003168;;SE5245807;SE5245807;;;1116010002;;06030503;;27022026 -RENDIMENTO 7364-4D;RECBTO S/ TITULO 27022026/BB1 BANCO DO BRASIL SA-RENDIMENTO 7364-4D
2425580;2;2108927;muito_forte;164;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:27022026|doc_extra_1:27022026|doc_hist_1:27022026|competencia|classe_valor|competencia_classe;SE150925;;4141010001;06030501;00000000000000003168;;SE5245807;SE5245807;;;;1123010004;06030503;06030503;27022026 -RENDIMENTO 7364-4D;RECBTO S/TITULO 27022026 BANCO DO BRASIL SA
2425586;1;2108929;muito_forte;211;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:27022026|doc_extra_1:27022026|doc_hist_2:27022026|competencia|classe_valor|competencia_classe|tokens_4+|texto_055|texto_classe_competencia;SE150926;;4141010007;06030501;00000000000000003168;;SE5245808;SE5245808;;;1116010001;;06030503;;27022026 -RENDIMENTO BB FACIL 7364-4R;RECBTO S/ TITULO 27022026/R1 BANCO DO BRASIL SA-RENDIMENTO BB FACIL 7364-4R
2425586;2;2108930;muito_forte;164;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:27022026|doc_extra_1:27022026|doc_hist_1:27022026|competencia|classe_valor|competencia_classe;SE150926;;4141010007;06030501;00000000000000003168;;SE5245808;SE5245808;;;;1123010004;06030503;06030503;27022026 -RENDIMENTO BB FACIL 7364-4R;RECBTO S/TITULO 27022026 BANCO DO BRASIL SA
2425602;1;2108936;muito_forte;227;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:27022026|doc_extra_1:27022026|doc_hist_2:01101250I|competencia|classe_valor|competencia_classe|tokens_4+|texto_070|texto_classe_competencia|texto_profundo_sem_ancora;SE150927;;4141030001;06030501;00000000000000003168;;SE5245811;SE5245811;;;1114060001;;06030503;;27022026 -RENDIMENTO BRAD INVESTE FACIL 0110125-0I;RECBTO S/ TITULO 27022026/002 BANCO BRADESCO SA-RENDIMENTO BRAD INVESTE FACIL 0110125-0I
2425602;2;2108937;muito_forte;164;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:27022026|doc_extra_1:27022026|doc_hist_1:27022026|competencia|classe_valor|competencia_classe;SE150927;;4141030001;06030501;00000000000000003168;;SE5245811;SE5245811;;;;1123010004;06030503;06030503;27022026 -RENDIMENTO BRAD INVESTE FACIL 0110125-0I;RECBTO S/TITULO 27022026 BANCO BRADESCO SA
2425897;1;2109029;muito_forte;197;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:12022026|doc_extra_1:12022026|doc_hist_1:12022026|competencia|classe_valor|competencia_classe|tokens_4+|texto_055|texto_classe_competencia;SE150928;;4141030001;06030501;00000000000000003168;;SE5245897;SE5245897;;;1116050001;;06030503;;12022026 -REND SANTANDER CONTAMAX;RECBTO S/ TITULO 12022026/SNT BANCO SANTANDER SA-REND SANTANDER CONTAMAX
2425897;2;2109030;muito_forte;178;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:12022026|doc_extra_1:12022026|doc_hist_1:12022026|competencia|classe_valor|competencia_classe|tokens_2+|texto_055;SE150928;;4141030001;06030501;00000000000000003168;;SE5245897;SE5245897;;;;1123010004;06030503;06030503;12022026 -REND SANTANDER CONTAMAX;RECBTO S/TITULO 12022026 BANCO SANTANDER SA
2425897;3;2109032;provavel;92;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|classe_valor|competencia_classe|tokens_2+|texto_055;SE150928;;4141030001;06030501;00000000000000003168;;SE5245898;SE5245898;;;1116050001;;06030503;;12022026 -REND SANTANDER CONTAMAX;RECBTO S/ TITULO 23022026/SNT BANCO SANTANDER SA-REND SANTANDER CONTAMAX
2425897;4;2109033;provavel;84;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|classe_valor|competencia_classe|texto_055;SE150928;;4141030001;06030501;00000000000000003168;;SE5245898;SE5245898;;;;1123010004;06030503;06030503;12022026 -REND SANTANDER CONTAMAX;RECBTO S/TITULO 23022026 BANCO SANTANDER SA
2425901;1;2109032;muito_forte;197;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:23022026|doc_extra_1:23022026|doc_hist_1:23022026|competencia|classe_valor|competencia_classe|tokens_4+|texto_055|texto_classe_competencia;SE150929;;4141030001;06030501;00000000000000003168;;SE5245898;SE5245898;;;1116050001;;06030503;;23022026 -REND SANTANDER CONTAMAX;RECBTO S/ TITULO 23022026/SNT BANCO SANTANDER SA-REND SANTANDER CONTAMAX
2425901;2;2109033;muito_forte;178;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:23022026|doc_extra_1:23022026|doc_hist_1:23022026|competencia|classe_valor|competencia_classe|tokens_2+|texto_055;SE150929;;4141030001;06030501;00000000000000003168;;SE5245898;SE5245898;;;;1123010004;06030503;06030503;23022026 -REND SANTANDER CONTAMAX;RECBTO S/TITULO 23022026 BANCO SANTANDER SA
2425901;3;2109029;provavel;92;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|classe_valor|competencia_classe|tokens_2+|texto_055;SE150929;;4141030001;06030501;00000000000000003168;;SE5245897;SE5245897;;;1116050001;;06030503;;23022026 -REND SANTANDER CONTAMAX;RECBTO S/ TITULO 12022026/SNT BANCO SANTANDER SA-REND SANTANDER CONTAMAX
2425901;4;2109030;provavel;84;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|classe_valor|competencia_classe|texto_055;SE150929;;4141030001;06030501;00000000000000003168;;SE5245897;SE5245897;;;;1123010004;06030503;06030503;23022026 -REND SANTANDER CONTAMAX;RECBTO S/TITULO 12022026 BANCO SANTANDER SA
2425905;1;2109035;muito_forte;197;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:27022026|doc_extra_1:27022026|doc_hist_1:27022026|competencia|classe_valor|competencia_classe|tokens_4+|texto_055|texto_classe_competencia;SE150930;;4141030001;06030501;00000000000000003168;;SE5245899;SE5245899;;;1116050001;;06030503;;27022026 -REND SANTANDER CONTAMAX;RECBTO S/ TITULO 27022026/SNT BANCO SANTANDER SA-REND SANTANDER CONTAMAX
2425905;2;2109036;muito_forte;178;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:27022026|doc_extra_1:27022026|doc_hist_1:27022026|competencia|classe_valor|competencia_classe|tokens_2+|texto_055;SE150930;;4141030001;06030501;00000000000000003168;;SE5245899;SE5245899;;;;1123010004;06030503;06030503;27022026 -REND SANTANDER CONTAMAX;RECBTO S/TITULO 27022026 BANCO SANTANDER SA
2433232;1;2109443;muito_forte;192;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:27022026|doc_extra_1:27022026|doc_hist_2:27022026|competencia|classe_valor|competencia_classe|tokens_2+|texto_055;SE150935;;4141010003;06030501;00000000000000003168;;SE5246072;SE5246072;;;1114010001;;06030503;;27022026 -RENDIMENTO 431589-8P;RECBTO S/ TITULO 27022026/P1 BANCO DO BRASIL SA-RENDIMENTO 431589-8P
2433232;2;2109444;muito_forte;164;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:27022026|doc_extra_1:27022026|doc_hist_1:27022026|competencia|classe_valor|competencia_classe;SE150935;;4141010003;06030501;00000000000000003168;;SE5246072;SE5246072;;;;1123010004;06030503;06030503;27022026 -RENDIMENTO 431589-8P;RECBTO S/TITULO 27022026 BANCO DO BRASIL SA
2433236;1;2109446;muito_forte;211;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:27022026|doc_extra_1:27022026|doc_hist_2:27022026|competencia|classe_valor|competencia_classe|tokens_4+|texto_055|texto_classe_competencia;SE150936;;4141010008;06030501;00000000000000003168;;SE5246073;SE5246073;;;1114010002;;06030503;;27022026 -RENDIMENTO BB FACIL 431589-8R;RECBTO S/ TITULO 27022026/R BANCO DO BRASIL SA-RENDIMENTO BB FACIL 431589-8R
2433236;2;2109447;muito_forte;164;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:27022026|doc_extra_1:27022026|doc_hist_1:27022026|competencia|classe_valor|competencia_classe;SE150936;;4141010008;06030501;00000000000000003168;;SE5246073;SE5246073;;;;1123010004;06030503;06030503;27022026 -RENDIMENTO BB FACIL 431589-8R;RECBTO S/TITULO 27022026 BANCO DO BRASIL SA
2433244;1;2109458;muito_forte;197;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:27022026|doc_extra_1:27022026|doc_hist_1:27022026|competencia|classe_valor|competencia_classe|tokens_4+|texto_055|texto_classe_competencia;SE150938;;4141010005;06030501;00000000000000003168;;SE5246078;SE5246078;;;1114010004;;06030503;;27022026 -TARIFA BANCARIA 431611-8;RECBTO S/ TITULO 27022026/B3 BANCO DO BRASIL SA-TARIFA BANCARIA 431611-8
2433244;2;2109459;muito_forte;164;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:27022026|doc_extra_1:27022026|doc_hist_1:27022026|competencia|classe_valor|competencia_classe;SE150938;;4141010005;06030501;00000000000000003168;;SE5246078;SE5246078;;;;1123010004;06030503;06030503;27022026 -TARIFA BANCARIA 431611-8;RECBTO S/TITULO 27022026 BANCO DO BRASIL SA
2433248;1;2109489;muito_forte;197;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:27022026|doc_extra_1:27022026|doc_hist_1:27022026|competencia|classe_valor|competencia_classe|tokens_4+|texto_055|texto_classe_competencia;SE150939;;4141020005;06030501;00000000000000003168;;SE5246103;SE5246103;;;1116020003;;06030503;;27022026 -RENDIMENTO CAIXA AMETISTA CORP;RECBTO S/ TITULO 27022026/CX2 CAIXA ECONOMICA FEDERAL-RENDIMENTO CAIXA AMETISTA CORP
2433248;2;2109490;muito_forte;172;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:27022026|doc_extra_1:27022026|doc_hist_1:27022026|competencia|classe_valor|competencia_classe|tokens_2+;SE150939;;4141020005;06030501;00000000000000003168;;SE5246103;SE5246103;;;;1123010004;06030503;06030503;27022026 -RENDIMENTO CAIXA AMETISTA CORP;RECBTO S/TITULO 27022026 CAIXA ECONOMICA FEDERAL
2433252;1;2109492;muito_forte;211;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:27022026|doc_extra_1:27022026|doc_hist_2:577498223|competencia|classe_valor|competencia_classe|tokens_4+|texto_055|texto_classe_competencia;SE150940;;4141020001;06030501;00000000000000003168;;SE5246104;SE5246104;;;1116020001;;06030503;;27022026 -RENDIMENTO 577498223-4 FUNDO EXCLUSIVO;RECBTO S/ TITULO 27022026/CX1 CAIXA ECONOMICA FEDERAL-RENDIMENTO 577498223-4 FUNDO EXCLUSIVO
2433252;2;2109493;muito_forte;164;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:27022026|doc_extra_1:27022026|doc_hist_1:27022026|competencia|classe_valor|competencia_classe;SE150940;;4141020001;06030501;00000000000000003168;;SE5246104;SE5246104;;;;1123010004;06030503;06030503;27022026 -RENDIMENTO 577498223-4 FUNDO EXCLUSIVO;RECBTO S/TITULO 27022026 CAIXA ECONOMICA FEDERAL
2433799;1;2109748;muito_forte;150;ano_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:27022026|doc_extra_1:27022026|doc_hist_1:27022026|competencia|tokens_2+|texto_055;SE2526054;;4141090003;06030501;00000000000000003168;;SE5246111;SE5246111;;;3141010004;;06030503;;27022026 -IMPOSTO NA FONTE;PGTO S/ TITULO 27022026-RECEITA FEDERAL-IMPOSTO NA FONTE
2433799;2;2109749;muito_forte;150;ano_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_1:27022026|doc_extra_1:27022026|doc_hist_1:27022026|competencia|tokens_2+|texto_055;SE2526054;;4141090003;06030501;00000000000000003168;;SE5246111;SE5246111;;;;1112079997;;06030503;27022026 -IMPOSTO NA FONTE;PGTO S/ TITULO 27022026-RECEITA FEDERAL-IMPOSTO NA FONTE
2433799;3;2092358;muito_forte;129;ano_valor|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_2:00000300|doc_extra_2:00000300|ent05_conta;SE2526054;;4141090003;06030501;00000000000000003168;;SE2518982;SE2518982;;;4141090003;;06030503;;27022026 -IMPOSTO NA FONTE;VLR. REF DOC 30012026 RECEITA FEDERAL-IRRF INVESTIMENTOS 6503-XA
2433799;4;2092359;forte;107;ano_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_2:00000300|doc_extra_2:00000300;SE2526054;;4141090003;06030501;00000000000000003168;;SE2518982;SE2518982;;;;2111010001;;06030503;27022026 -IMPOSTO NA FONTE;VLR. REF DOC 30012026 RECEITA FEDERAL-IRRF INVESTIMENTOS 6503-XA
2486025;1;2124733;muito_forte;221;ano_valor|classe_valor_bloco|item_valor_bloco|motor_atual|trimestre_valor;valor|chave_estruturada_2:03032026|doc_extra_2:03032026|doc_hist_1:03032026|competencia|classe_valor|competencia_classe|tokens_4+|texto_055|texto_classe_competencia;SE151123;;4141060001;06030501;00000000000000003168;;SE5249115;SE5249115;;;1112030001;;06030503;;03032026 -REND APLIC AUTOMAT ITAU;RECBTO S/ TITULO 03032026/ITA ITAU UNIBANCO S.A.-REND APLIC AUTOMAT ITAU
