akd_recno;rank;ct2_recno_candidato;confidence;score;candidate_sources;reasons;akd_xdoc;akd_xnumap;akd_ent05;akd_cc;akd_clvlr;akd_itctb;ct2_xdoc;ct2_at01cr;ct2_xdocum;ct2_at04db;ct2_debito;ct2_credito;ct2_ccd;ct2_ccc;akd_historico;ct2_historico
2403635;1;2135621;provavel;72;ano_valor|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta;SD210270;;4121020004;06020502;00000000000000010069;;SD210302;SD210302;;;;4121020004;;;NOTA FISCAL 000005144;FATURAMENTO S/NF 000005176-014740-NELSON WENDT CIA LTDA-FATURAMENTO GULFOOD/2026/ APEXBRASIL ESTA DISPENSADA DA RETENÇÃO DE IRPJ, CSLL, PIS/PASEP E COFINS, NA RETENÇÃO DE ISS É RECOLHIDO NO MÊS SEGUINTE NO SEU LOCAL DE DOMICILIO, BRASÍLIA.
2403635;2;2135393;provavel;72;ano_valor|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta;SD210270;;4121020004;06020502;00000000000000010069;;SD210240;SD210240;;;;4121020004;;;NOTA FISCAL 000005144;FATURAMENTO S/NF 000005114-013074-ENERGY COMERCIAL IMPORTADORA E EXPORTADO-FATURAMENTO GULFOOD 2026/ APEXBRASIL ESTA DISPENSADA DA RETENÇÃO DE IRPJ, CSLL, PIS/PASEP E COFINS, NA RETENÇÃO DE ISS É RECOLHIDO NO MÊS SEGUINTE NO SEU LOCAL DE DO
2403635;3;2135613;provavel;72;ano_valor|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta;SD210270;;4121020004;06020502;00000000000000010069;;SD210300;SD210300;;;;4121020004;;;NOTA FISCAL 000005144;FATURAMENTO S/NF 000005174-012224-JOSAPAR JOAQUIM OLIVEIRA SA PARTICIPACOE-FATURAMENTO GULFOOD/2026/ APEXBRASIL ESTA DISPENSADA DA RETENÇÃO DE IRPJ, CSLL, PIS/PASEP E COFINS, NA RETENÇÃO DE ISS É RECOLHIDO NO MÊS SEGUINTE NO SEU LOCAL DE DO
2403635;4;2135377;provavel;72;ano_valor|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta;SD210270;;4121020004;06020502;00000000000000010069;;SD210236;SD210236;;;;4121020004;;;NOTA FISCAL 000005144;FATURAMENTO S/NF 000005110-016241-TIMBRO TRADING S.A.-FATURAMENTO GULFOOD 2026/ APEXBRASIL ESTA DISPENSADA DA RETENÇÃO DE IRPJ, CSLL, PIS/PASEP E COFINS, NA RETENÇÃO DE ISS É RECOLHIDO NO MÊS SEGUINTE NO SEU LOCAL DE DOMICILIO, BRASÍLIA.
2403635;5;2135549;provavel;72;ano_valor|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta;SD210270;;4121020004;06020502;00000000000000010069;;SD210282;SD210282;;;;4121020004;;;NOTA FISCAL 000005144;FATURAMENTO S/NF 000005156-A94982-FRIGORIFICO JAHU LTDA-FATURAMENTO GULFOOD/2026/ APEXBRASIL ESTA DISPENSADA DA RETENÇÃO DE IRPJ, CSLL, PIS/PASEP E COFINS, NA RETENÇÃO DE ISS É RECOLHIDO NO MÊS SEGUINTE NO SEU LOCAL DE DOMICILIO, BRASÍLIA.
2403635;6;2135325;provavel;72;ano_valor|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta;SD210270;;4121020004;06020502;00000000000000010069;;SD210223;SD210223;;;;4121020004;;;NOTA FISCAL 000005144;FATURAMENTO S/NF 000005097-A95443-IND E COM DE PROD ALIM CEPERA LTDA-FATURAMENTO GULFOOD 2026/ APEXBRASIL ESTA DISPENSADA DA RETENÇÃO DE IRPJ, CSLL, PIS/PASEP E COFINS, NA RETENÇÃO DE ISS É RECOLHIDO NO MÊS SEGUINTE NO SEU LOCAL DE DOMICILI
2403635;7;2135381;provavel;72;ano_valor|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta;SD210270;;4121020004;06020502;00000000000000010069;;SD210237;SD210237;;;;4121020004;;;NOTA FISCAL 000005144;FATURAMENTO S/NF 000005111-011741-TANGARA IMPORTADORA E EXPORTADORA SA-FATURAMENTO GULFOOD 2026/ APEXBRASIL ESTA DISPENSADA DA RETENÇÃO DE IRPJ, CSLL, PIS/PASEP E COFINS, NA RETENÇÃO DE ISS É RECOLHIDO NO MÊS SEGUINTE NO SEU LOCAL DE DOMICI
2403635;8;2135481;provavel;72;ano_valor|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta;SD210270;;4121020004;06020502;00000000000000010069;;SD210262;SD210262;;;;4121020004;;;NOTA FISCAL 000005144;FATURAMENTO S/NF 000005136-012194-CIA. IGUACU DE CAFE SOLUVEL-FATURAMENTO GULFOOD/2026/ APEXBRASIL ESTA DISPENSADA DA RETENÇÃO DE IRPJ, CSLL, PIS/PASEP E COFINS, NA RETENÇÃO DE ISS É RECOLHIDO NO MÊS SEGUINTE NO SEU LOCAL DE DOMICILIO, BRAS
2403635;9;2135541;provavel;72;ano_valor|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta;SD210270;;4121020004;06020502;00000000000000010069;;SD210280;SD210280;;;;4121020004;;;NOTA FISCAL 000005144;FATURAMENTO S/NF 000005154-016250-DISTRIBUIDORA DE CARNES VALE DO MOGI IMP-FATURAMENTO GULFOOD/2026/ APEXBRASIL ESTA DISPENSADA DA RETENÇÃO DE IRPJ, CSLL, PIS/PASEP E COFINS, NA RETENÇÃO DE ISS É RECOLHIDO NO MÊS SEGUINTE NO SEU LOCAL DE DO
2403635;10;2135545;provavel;72;ano_valor|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta;SD210270;;4121020004;06020502;00000000000000010069;;SD210281;SD210281;;;;4121020004;;;NOTA FISCAL 000005144;FATURAMENTO S/NF 000005155-A95418-ESTANCIA DEL SUR AGROPECUARIA LTDA-FATURAMENTO GULFOOD/2026/ APEXBRASIL ESTA DISPENSADA DA RETENÇÃO DE IRPJ, CSLL, PIS/PASEP E COFINS, NA RETENÇÃO DE ISS É RECOLHIDO NO MÊS SEGUINTE NO SEU LOCAL DE DOMICILI
2403711;1;2135413;provavel;72;ano_valor|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta;SD210277;;4121020004;06020502;00000000000000010069;;SD210245;SD210245;;;;4121020004;;;NOTA FISCAL 000005151;FATURAMENTO S/NF 000005119-A95112-FUNDACAO ARTHUR BERNARDES-FATURAMENTO GULFOOD 2026/ APEXBRASIL ESTA DISPENSADA DA RETENÇÃO DE IRPJ, CSLL, PIS/PASEP E COFINS, NA RETENÇÃO DE ISS É RECOLHIDO NO MÊS SEGUINTE NO SEU LOCAL DE DOMICILIO, BRASÍL
2403711;2;2135425;provavel;72;ano_valor|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta;SD210277;;4121020004;06020502;00000000000000010069;;SD210248;SD210248;;;;4121020004;;;NOTA FISCAL 000005151;FATURAMENTO S/NF 000005122-A95415-COFFEE MAIS INDUSTRIA DE CAFE LTDA.-FATURAMENTO GULFOOD/2026/ APEXBRASIL ESTA DISPENSADA DA RETENÇÃO DE IRPJ, CSLL, PIS/PASEP E COFINS, NA RETENÇÃO DE ISS É RECOLHIDO NO MÊS SEGUINTE NO SEU LOCAL DE DOMICIL
2403711;3;2135529;provavel;72;ano_valor|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta;SD210277;;4121020004;06020502;00000000000000010069;;SD210276;SD210276;;;;4121020004;;;NOTA FISCAL 000005151;FATURAMENTO S/NF 000005150-014631-AGROMASS BRASIL AGROPECUARIA - IMPORTACA-FATURAMENTO GULFOOD/2026/ APEXBRASIL ESTA DISPENSADA DA RETENÇÃO DE IRPJ, CSLL, PIS/PASEP E COFINS, NA RETENÇÃO DE ISS É RECOLHIDO NO MÊS SEGUINTE NO SEU LOCAL DE DO
2403711;4;2135533;provavel;72;ano_valor|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta;SD210277;;4121020004;06020502;00000000000000010069;;SD210278;SD210278;;;;4121020004;;;NOTA FISCAL 000005151;FATURAMENTO S/NF 000005152-176096-NORONHA - INDUSTRIA E COMERCIO DE PESCAD-FATURAMENTO GULFOOD/2026/ APEXBRASIL ESTA DISPENSADA DA RETENÇÃO DE IRPJ, CSLL, PIS/PASEP E COFINS, NA RETENÇÃO DE ISS É RECOLHIDO NO MÊS SEGUINTE NO SEU LOCAL DE DO
2403711;5;2135681;provavel;72;ano_valor|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta;SD210277;;4121020004;06020502;00000000000000010069;;SD210321;SD210321;;;;4121020004;;;NOTA FISCAL 000005151;FATURAMENTO S/NF 000005195-A01021-COPA CAFE COMERCIO E EXPORTACAO LTDA-FATURAMENTO GULFOOD 2026/ APEXBRASIL ESTA DISPENSADA DA RETENÇÃO DE IRPJ, CSLL, PIS/PASEP E COFINS, NA RETENÇÃO DE ISS É RECOLHIDO NO MÊS SEGUINTE NO SEU LOCAL DE DOMICI
2403711;6;2135597;provavel;72;ano_valor|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta;SD210277;;4121020004;06020502;00000000000000010069;;SD210296;SD210296;;;;4121020004;;;NOTA FISCAL 000005151;FATURAMENTO S/NF 000005170-181853-SEBRAZ S/A-FATURAMENTO GULFOOD/2026/ APEXBRASIL ESTA DISPENSADA DA RETENÇÃO DE IRPJ, CSLL, PIS/PASEP E COFINS, NA RETENÇÃO DE ISS É RECOLHIDO NO MÊS SEGUINTE NO SEU LOCAL DE DOMICILIO, BRASÍLIA.
2403711;7;2135473;provavel;72;ano_valor|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta;SD210277;;4121020004;06020502;00000000000000010069;;SD210260;SD210260;;;;4121020004;;;NOTA FISCAL 000005151;FATURAMENTO S/NF 000005134-013359-ALCA FOODS LIMITADA-FATURAMENTO GULFOOD 2026/ APEXBRASIL ESTA DISPENSADA DA RETENÇÃO DE IRPJ, CSLL, PIS/PASEP E COFINS, NA RETENÇÃO DE ISS É RECOLHIDO NO MÊS SEGUINTE NO SEU LOCAL DE DOMICILIO, BRASÍLIA.
2403711;8;2135409;provavel;72;ano_valor|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta;SD210277;;4121020004;06020502;00000000000000010069;;SD210244;SD210244;;;;4121020004;;;NOTA FISCAL 000005151;FATURAMENTO S/NF 000005118-013003-TOFFANO PRODUTOS ALIMENTICIOS LTDA-FATURAMENTO GULFOOD 2026/ APEXBRASIL ESTA DISPENSADA DA RETENÇÃO DE IRPJ, CSLL, PIS/PASEP E COFINS, NA RETENÇÃO DE ISS É RECOLHIDO NO MÊS SEGUINTE NO SEU LOCAL DE DOMICILI
2403711;9;2135417;provavel;72;ano_valor|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta;SD210277;;4121020004;06020502;00000000000000010069;;SD210246;SD210246;;;;4121020004;;;NOTA FISCAL 000005151;FATURAMENTO S/NF 000005120-013331-NUTRISUL SA PRODUTOS ALIMENTICIOS-FATURAMENTO GULFOOD 2026/ APEXBRASIL ESTA DISPENSADA DA RETENÇÃO DE IRPJ, CSLL, PIS/PASEP E COFINS, NA RETENÇÃO DE ISS É RECOLHIDO NO MÊS SEGUINTE NO SEU LOCAL DE DOMICILIO
2403711;10;2135429;provavel;72;ano_valor|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta;SD210277;;4121020004;06020502;00000000000000010069;;SD210249;SD210249;;;;4121020004;;;NOTA FISCAL 000005151;FATURAMENTO S/NF 000005123-182420-ALIBEY INDUSTRIA E COMERCIO DE ALIMENTOS-FATURAMENTO GULFOOD 2026/ APEXBRASIL ESTA DISPENSADA DA RETENÇÃO DE IRPJ, CSLL, PIS/PASEP E COFINS, NA RETENÇÃO DE ISS É RECOLHIDO NO MÊS SEGUINTE NO SEU LOCAL DE DO
2403787;1;2135385;provavel;72;ano_valor|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta;SD210284;;4121020004;06020502;00000000000000010069;;SD210238;SD210238;;;;4121020004;;;NOTA FISCAL 000005158;FATURAMENTO S/NF 000005112-A95281-RANCHEIRO S.A.-FATURAMENTO GULFOOD 2026/ APEXBRASIL ESTA DISPENSADA DA RETENÇÃO DE IRPJ, CSLL, PIS/PASEP E COFINS, NA RETENÇÃO DE ISS É RECOLHIDO NO MÊS SEGUINTE NO SEU LOCAL DE DOMICILIO, BRASÍLIA.
2403787;2;2135549;provavel;72;ano_valor|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta;SD210284;;4121020004;06020502;00000000000000010069;;SD210282;SD210282;;;;4121020004;;;NOTA FISCAL 000005158;FATURAMENTO S/NF 000005156-A94982-FRIGORIFICO JAHU LTDA-FATURAMENTO GULFOOD/2026/ APEXBRASIL ESTA DISPENSADA DA RETENÇÃO DE IRPJ, CSLL, PIS/PASEP E COFINS, NA RETENÇÃO DE ISS É RECOLHIDO NO MÊS SEGUINTE NO SEU LOCAL DE DOMICILIO, BRASÍLIA.
2403787;3;2135397;provavel;72;ano_valor|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta;SD210284;;4121020004;06020502;00000000000000010069;;SD210241;SD210241;;;;4121020004;;;NOTA FISCAL 000005158;FATURAMENTO S/NF 000005115-016188-COCAMAR COOPERATIVA AGROINDUSTRIAL-FATURAMENTO GULFOOD 2026/ APEXBRASIL ESTA DISPENSADA DA RETENÇÃO DE IRPJ, CSLL, PIS/PASEP E COFINS, NA RETENÇÃO DE ISS É RECOLHIDO NO MÊS SEGUINTE NO SEU LOCAL DE DOMICILI
2403787;4;2135545;provavel;72;ano_valor|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta;SD210284;;4121020004;06020502;00000000000000010069;;SD210281;SD210281;;;;4121020004;;;NOTA FISCAL 000005158;FATURAMENTO S/NF 000005155-A95418-ESTANCIA DEL SUR AGROPECUARIA LTDA-FATURAMENTO GULFOOD/2026/ APEXBRASIL ESTA DISPENSADA DA RETENÇÃO DE IRPJ, CSLL, PIS/PASEP E COFINS, NA RETENÇÃO DE ISS É RECOLHIDO NO MÊS SEGUINTE NO SEU LOCAL DE DOMICILI
2403787;5;2135553;provavel;72;ano_valor|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta;SD210284;;4121020004;06020502;00000000000000010069;;SD210283;SD210283;;;;4121020004;;;NOTA FISCAL 000005158;FATURAMENTO S/NF 000005157-181851-COMPANHIA MINUANO DE ALIMENTOS-FATURAMENTO GULFOOD/2026/ APEXBRASIL ESTA DISPENSADA DA RETENÇÃO DE IRPJ, CSLL, PIS/PASEP E COFINS, NA RETENÇÃO DE ISS É RECOLHIDO NO MÊS SEGUINTE NO SEU LOCAL DE DOMICILIO, B
2403787;6;2135337;provavel;72;ano_valor|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta;SD210284;;4121020004;06020502;00000000000000010069;;SD210226;SD210226;;;;4121020004;;;NOTA FISCAL 000005158;FATURAMENTO S/NF 000005100-017635-CONSERVAS ODERICH SA-FATURAMENTO GULFOOD 2026/ APEXBRASIL ESTA DISPENSADA DA RETENÇÃO DE IRPJ, CSLL, PIS/PASEP E COFINS, NA RETENÇÃO DE ISS É RECOLHIDO NO MÊS SEGUINTE NO SEU LOCAL DE DOMICILIO, BRASÍLIA.
2403787;7;2135401;provavel;72;ano_valor|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta;SD210284;;4121020004;06020502;00000000000000010069;;SD210242;SD210242;;;;4121020004;;;NOTA FISCAL 000005158;FATURAMENTO S/NF 000005116-013820-CASTELO ALIMENTOS S/A-FATURAMENTO GULFOOD 2026/ APEXBRASIL ESTA DISPENSADA DA RETENÇÃO DE IRPJ, CSLL, PIS/PASEP E COFINS, NA RETENÇÃO DE ISS É RECOLHIDO NO MÊS SEGUINTE NO SEU LOCAL DE DOMICILIO, BRASÍLIA.
2403787;8;2135373;provavel;72;ano_valor|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta;SD210284;;4121020004;06020502;00000000000000010069;;SD210235;SD210235;;;;4121020004;;;NOTA FISCAL 000005158;FATURAMENTO S/NF 000005109-A95290-USIBRAS USINA BRASILEIRA DE OLEOS E CAST-FATURAMENTO GULFOOD 2026/ APEXBRASIL ESTA DISPENSADA DA RETENÇÃO DE IRPJ, CSLL, PIS/PASEP E COFINS, NA RETENÇÃO DE ISS É RECOLHIDO NO MÊS SEGUINTE NO SEU LOCAL DE DO
2403787;9;2135477;provavel;72;ano_valor|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta;SD210284;;4121020004;06020502;00000000000000010069;;SD210261;SD210261;;;;4121020004;;;NOTA FISCAL 000005158;FATURAMENTO S/NF 000005135-017633-COMPANHIA CACIQUE DE CAFE SOLUVEL-FATURAMENTO GULFOOD/2026/ APEXBRASIL ESTA DISPENSADA DA RETENÇÃO DE IRPJ, CSLL, PIS/PASEP E COFINS, NA RETENÇÃO DE ISS É RECOLHIDO NO MÊS SEGUINTE NO SEU LOCAL DE DOMICILIO
2403787;10;2135485;provavel;72;ano_valor|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta;SD210284;;4121020004;06020502;00000000000000010069;;SD210263;SD210263;;;;4121020004;;;NOTA FISCAL 000005158;FATURAMENTO S/NF 000005137-015252-COCAM CIA DE CAFE SOLUVEL E DERIVADOS-FATURAMENTO GULFOOD/2026/ APEXBRASIL ESTA DISPENSADA DA RETENÇÃO DE IRPJ, CSLL, PIS/PASEP E COFINS, NA RETENÇÃO DE ISS É RECOLHIDO NO MÊS SEGUINTE NO SEU LOCAL DE DOMIC
2403897;1;2135405;provavel;72;ano_valor|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta;SD210294;;4121020004;06020502;00000000000000010069;;SD210243;SD210243;;;;4121020004;;;NOTA FISCAL 000005168;FATURAMENTO S/NF 000005117-016183-XINGU FRUIT POLPAS DE FRUTAS INDUSTRIA E-FATURAMENTO GULFOOD 2026/ APEXBRASIL ESTA DISPENSADA DA RETENÇÃO DE IRPJ, CSLL, PIS/PASEP E COFINS, NA RETENÇÃO DE ISS É RECOLHIDO NO MÊS SEGUINTE NO SEU LOCAL DE DO
2403897;2;2135453;provavel;72;ano_valor|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta;SD210294;;4121020004;06020502;00000000000000010069;;SD210255;SD210255;;;;4121020004;;;NOTA FISCAL 000005168;FATURAMENTO S/NF 000005129-016968-BELA IACA POLPAS DE FRUTAS INDUSTRIA E C-FATURAMENTO GULFOOD 2026/ APEXBRASIL ESTA DISPENSADA DA RETENÇÃO DE IRPJ, CSLL, PIS/PASEP E COFINS, NA RETENÇÃO DE ISS É RECOLHIDO NO MÊS SEGUINTE NO SEU LOCAL DE DO
2403897;3;2135593;provavel;72;ano_valor|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta;SD210294;;4121020004;06020502;00000000000000010069;;SD210295;SD210295;;;;4121020004;;;NOTA FISCAL 000005168;FATURAMENTO S/NF 000005169-176148-RAUSCHER COMMODITIES TRADERS CONSULTORIA-FATURAMENTO GULFOOD/2026/ APEXBRASIL ESTA DISPENSADA DA RETENÇÃO DE IRPJ, CSLL, PIS/PASEP E COFINS, NA RETENÇÃO DE ISS É RECOLHIDO NO MÊS SEGUINTE NO SEU LOCAL DE DO
2403897;4;2135597;provavel;72;ano_valor|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta;SD210294;;4121020004;06020502;00000000000000010069;;SD210296;SD210296;;;;4121020004;;;NOTA FISCAL 000005168;FATURAMENTO S/NF 000005170-181853-SEBRAZ S/A-FATURAMENTO GULFOOD/2026/ APEXBRASIL ESTA DISPENSADA DA RETENÇÃO DE IRPJ, CSLL, PIS/PASEP E COFINS, NA RETENÇÃO DE ISS É RECOLHIDO NO MÊS SEGUINTE NO SEU LOCAL DE DOMICILIO, BRASÍLIA.
2403897;5;2135473;provavel;72;ano_valor|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta;SD210294;;4121020004;06020502;00000000000000010069;;SD210260;SD210260;;;;4121020004;;;NOTA FISCAL 000005168;FATURAMENTO S/NF 000005134-013359-ALCA FOODS LIMITADA-FATURAMENTO GULFOOD 2026/ APEXBRASIL ESTA DISPENSADA DA RETENÇÃO DE IRPJ, CSLL, PIS/PASEP E COFINS, NA RETENÇÃO DE ISS É RECOLHIDO NO MÊS SEGUINTE NO SEU LOCAL DE DOMICILIO, BRASÍLIA.
2403897;6;2135409;provavel;72;ano_valor|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta;SD210294;;4121020004;06020502;00000000000000010069;;SD210244;SD210244;;;;4121020004;;;NOTA FISCAL 000005168;FATURAMENTO S/NF 000005118-013003-TOFFANO PRODUTOS ALIMENTICIOS LTDA-FATURAMENTO GULFOOD 2026/ APEXBRASIL ESTA DISPENSADA DA RETENÇÃO DE IRPJ, CSLL, PIS/PASEP E COFINS, NA RETENÇÃO DE ISS É RECOLHIDO NO MÊS SEGUINTE NO SEU LOCAL DE DOMICILI
2403897;7;2135413;provavel;72;ano_valor|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta;SD210294;;4121020004;06020502;00000000000000010069;;SD210245;SD210245;;;;4121020004;;;NOTA FISCAL 000005168;FATURAMENTO S/NF 000005119-A95112-FUNDACAO ARTHUR BERNARDES-FATURAMENTO GULFOOD 2026/ APEXBRASIL ESTA DISPENSADA DA RETENÇÃO DE IRPJ, CSLL, PIS/PASEP E COFINS, NA RETENÇÃO DE ISS É RECOLHIDO NO MÊS SEGUINTE NO SEU LOCAL DE DOMICILIO, BRASÍL
2403897;8;2135417;provavel;72;ano_valor|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta;SD210294;;4121020004;06020502;00000000000000010069;;SD210246;SD210246;;;;4121020004;;;NOTA FISCAL 000005168;FATURAMENTO S/NF 000005120-013331-NUTRISUL SA PRODUTOS ALIMENTICIOS-FATURAMENTO GULFOOD 2026/ APEXBRASIL ESTA DISPENSADA DA RETENÇÃO DE IRPJ, CSLL, PIS/PASEP E COFINS, NA RETENÇÃO DE ISS É RECOLHIDO NO MÊS SEGUINTE NO SEU LOCAL DE DOMICILIO
2403897;9;2135425;provavel;72;ano_valor|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta;SD210294;;4121020004;06020502;00000000000000010069;;SD210248;SD210248;;;;4121020004;;;NOTA FISCAL 000005168;FATURAMENTO S/NF 000005122-A95415-COFFEE MAIS INDUSTRIA DE CAFE LTDA.-FATURAMENTO GULFOOD/2026/ APEXBRASIL ESTA DISPENSADA DA RETENÇÃO DE IRPJ, CSLL, PIS/PASEP E COFINS, NA RETENÇÃO DE ISS É RECOLHIDO NO MÊS SEGUINTE NO SEU LOCAL DE DOMICIL
2403897;10;2135429;provavel;72;ano_valor|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta;SD210294;;4121020004;06020502;00000000000000010069;;SD210249;SD210249;;;;4121020004;;;NOTA FISCAL 000005168;FATURAMENTO S/NF 000005123-182420-ALIBEY INDUSTRIA E COMERCIO DE ALIMENTOS-FATURAMENTO GULFOOD 2026/ APEXBRASIL ESTA DISPENSADA DA RETENÇÃO DE IRPJ, CSLL, PIS/PASEP E COFINS, NA RETENÇÃO DE ISS É RECOLHIDO NO MÊS SEGUINTE NO SEU LOCAL DE DO
2404133;1;2135473;provavel;72;ano_valor|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta;SD210316;;4121020004;06020502;00000000000000010069;;SD210260;SD210260;;;;4121020004;;;NOTA FISCAL 000005190;FATURAMENTO S/NF 000005134-013359-ALCA FOODS LIMITADA-FATURAMENTO GULFOOD 2026/ APEXBRASIL ESTA DISPENSADA DA RETENÇÃO DE IRPJ, CSLL, PIS/PASEP E COFINS, NA RETENÇÃO DE ISS É RECOLHIDO NO MÊS SEGUINTE NO SEU LOCAL DE DOMICILIO, BRASÍLIA.
2404133;2;2135413;provavel;72;ano_valor|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta;SD210316;;4121020004;06020502;00000000000000010069;;SD210245;SD210245;;;;4121020004;;;NOTA FISCAL 000005190;FATURAMENTO S/NF 000005119-A95112-FUNDACAO ARTHUR BERNARDES-FATURAMENTO GULFOOD 2026/ APEXBRASIL ESTA DISPENSADA DA RETENÇÃO DE IRPJ, CSLL, PIS/PASEP E COFINS, NA RETENÇÃO DE ISS É RECOLHIDO NO MÊS SEGUINTE NO SEU LOCAL DE DOMICILIO, BRASÍL
2404133;3;2135425;provavel;72;ano_valor|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta;SD210316;;4121020004;06020502;00000000000000010069;;SD210248;SD210248;;;;4121020004;;;NOTA FISCAL 000005190;FATURAMENTO S/NF 000005122-A95415-COFFEE MAIS INDUSTRIA DE CAFE LTDA.-FATURAMENTO GULFOOD/2026/ APEXBRASIL ESTA DISPENSADA DA RETENÇÃO DE IRPJ, CSLL, PIS/PASEP E COFINS, NA RETENÇÃO DE ISS É RECOLHIDO NO MÊS SEGUINTE NO SEU LOCAL DE DOMICIL
2404133;4;2135433;provavel;72;ano_valor|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta;SD210316;;4121020004;06020502;00000000000000010069;;SD210250;SD210250;;;;4121020004;;;NOTA FISCAL 000005190;FATURAMENTO S/NF 000005124-A00369-INDUSTRIA E COMERCIO HB ZANCHETTA IMPORT-FATURAMENTO GULFOOD 2026/ APEXBRASIL ESTA DISPENSADA DA RETENÇÃO DE IRPJ, CSLL, PIS/PASEP E COFINS, NA RETENÇÃO DE ISS É RECOLHIDO NO MÊS SEGUINTE NO SEU LOCAL DE DO
2404133;5;2135437;provavel;72;ano_valor|conta_valor|item_valor_bloco|motor_atual|trimestre_valor;valor|competencia|ent05_conta;SD210316;;4121020004;06020502;00000000000000010069;;SD210251;SD210251;;;;4121020004;;;NOTA FISCAL 000005190;FATURAMENTO S/NF 000005125-A00629-FROOTY COMERCIO E INDUSTRIA DE ALIMENTOS-FATURAMENTO GULFOOD 2026/ APEXBRASIL ESTA DISPENSADA DA RETENÇÃO DE IRPJ, CSLL, PIS/PASEP E COFINS, NA RETENÇÃO DE ISS É RECOLHIDO NO MÊS SEGUINTE NO SEU LOCAL DE DO
